StockCode,LineCount,TotalQuantity,Revenue,DescriptionVariants,RepresentativeDescription,TransactionCount,Support,SupportPercentage
85014C,72,547,2270.73,1,BLUE/BROWN DOTS RUFFLED UMBRELLA,72,0.001784563525504387,0.1785
85169C,72,506,569.33,1,EAU DE NIL LOVE BIRD CANDLE,72,0.001784563525504387,0.1785
20868,71,882,518.07,1,SILVER FABRIC MIRROR,71,0.0017597779209834927,0.176
20943,71,381,540.21,1,SET/6 GINGERBREAD STAR T-LIGHTS,71,0.0017597779209834927,0.176
21281,71,3689,1747.28,1,VINTAGE KITCHEN PRINT SEAFOOD,71,0.0017597779209834927,0.176
21306,71,684,350.36,1,SET/4 DAISY MIRROR MAGNETS,71,0.0017597779209834927,0.176
21634,71,1773,1512.76,1,ASSORTED MINI MADRAS NOTEBOOK,71,0.0017597779209834927,0.176
22103,71,1746,1760.6399999999999,1,MIRROR MOSAIC T-LIGHT HOLDER ROUND,71,0.0017597779209834927,0.176
22641,71,303,715.06,2,SET OF 4 NAPKIN CHARMS INSTRUMENT,71,0.0017597779209834927,0.176
23224,71,738,649.02,1,CHERUB HEART DECORATION GOLD,71,0.0017597779209834927,0.176
23515,72,579,1164.98,1,EMBROIDERED RIBBON REEL DAISY,71,0.0017597779209834927,0.176
71403,71,178,661.95,1,"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",71,0.0017597779209834927,0.176
72815,72,283,1091.83,1,3 WICK CHRISTMAS BRIAR CANDLE,71,0.0017597779209834927,0.176
75131,71,1220,1549.77,1,METAL TUBE CHIME ON BAMBOO,71,0.0017597779209834927,0.176
85107,73,1215,2305.39,1,CUT GLASS T-LIGHT HOLDER OCTAGON,71,0.0017597779209834927,0.176
85141,73,182,1286.44,1,JARDIN ETCHED GLASS FRUITBOWL,71,0.0017597779209834927,0.176
85144,73,288,1054.1,2,JARDIN ETCHED GLASS CHEESE DISH,71,0.0017597779209834927,0.176
85196,71,1564,831.0400000000001,1,EASTER BUNNIES ON A STICK,71,0.0017597779209834927,0.176
85230B,71,2192,581.92,1,CINNAMON SCENTED VOTIVE CANDLE,71,0.0017597779209834927,0.176
90214E,71,148,144.38,1,"LETTER ""E"" BLING KEY RING",71,0.0017597779209834927,0.176
21004,71,137,625.07,2,ROSE DU SUD CHILDS APRON,70,0.0017349923164625986,0.1735
21280,70,3333,1800.44,1,VINTAGE KITCHEN PRINT VEGETABLES,70,0.0017349923164625986,0.1735
21664,72,267,1064.82,1,RIDGED GLASS STORAGE JAR CREAM LID,70,0.0017349923164625986,0.1735
22143,71,446,942.8800000000001,1,CHRISTMAS CRAFT HEART DECORATIONS,70,0.0017349923164625986,0.1735
23186,71,1982,819.4599999999999,1,FRENCH STYLE STORAGE JAR CAFE,70,0.0017349923164625986,0.1735
23253,70,258,3848.8599999999997,2,16 PIECE CUTLERY SET PANTRY DESIGN,70,0.0017349923164625986,0.1735
23405,71,252,1311.48,1,HOME SWEET HOME 2 DRAWER CABINET,70,0.0017349923164625986,0.1735
23513,70,566,1114.26,1,EMBROIDERED RIBBON REEL SUSIE,70,0.0017349923164625986,0.1735
37423,70,6168,843.88,1,WHITE WITH BLACK CATS PLATE,70,0.0017349923164625986,0.1735
47578A,75,315,286.68,1,ENGLISH ROSE SMALL SCENTED FLOWER,70,0.0017349923164625986,0.1735
47591A,70,163,269.53999999999996,2,CAROUSEL DES CHILD'S APRON,70,0.0017349923164625986,0.1735
84795A,71,208,1696.02,1,PASTEL STRIPE HAMMOCK,70,0.0017349923164625986,0.1735
90208,70,161,391.90999999999997,2,PAIR OF PINK FLOWER CLUSTER SLIDE,70,0.0017349923164625986,0.1735
90214L,70,179,168.60999999999999,1,"LETTER ""L"" BLING KEY RING",70,0.0017349923164625986,0.1735
17033,69,3280,867.8399999999999,1,"BROCADE PURSE,SMALL ARCH BUTTON",69,0.0017102067119417043,0.171
21040,70,895,1128.3999999999999,1,MODERN VINTAGE COTTON SHOPPING BAG,69,0.0017102067119417043,0.171
21264,69,392,923.76,1,WHITE GOOSE FEATHER TREE 60CM,69,0.0017102067119417043,0.171
21282,69,356,1522.28,1,NATURAL BARK CANDLE LARGE,69,0.0017102067119417043,0.171
23087,69,868,1090.66,1,ZINC HEART T-LIGHT HOLDER,69,0.0017102067119417043,0.171
23337,69,180,388.75,1,EGG FRYING PAN MINT,69,0.0017102067119417043,0.171
23398,75,606,535.35,1,HANGING HEART BONHEUR,69,0.0017102067119417043,0.171
35810B,69,326,519.8100000000001,1,ENAMEL BLUE RIM COFFEE CONTAINER,69,0.0017102067119417043,0.171
72127,71,393,479.69,1,COLUMBIAN CANDLE ROUND,69,0.0017102067119417043,0.171
84199,72,554,121.08,1,GLOW IN DARK DOLPHINS,69,0.0017102067119417043,0.171
84638,69,400,1101.55,1,SMALL KITCHEN FLOWER POTS PLAQUE,69,0.0017102067119417043,0.171
22935,68,771,2294.07,1,BAKING MOULD ROSE MILK CHOCOLATE,68,0.00168542110742081,0.1685
23178,68,327,936.89,1,JAM CLOCK MAGNET,68,0.00168542110742081,0.1685
23402,68,296,1147.28,2,HOME SWEET HOME 3 PEG HANGER,68,0.00168542110742081,0.1685
23553,68,568,6444.65,1,LANDMARK FRAME CAMDEN TOWN,68,0.00168542110742081,0.1685
62094B,68,306,683.05,1,TURQ ICE CREAM BUM BAG,68,0.00168542110742081,0.1685
72801G,69,1335,823.72,2,4 BURGUNDY WINE DINNER CANDLES,68,0.00168542110742081,0.1685
84660B,68,753,960.28,1,BLACK STITCHED WALL CLOCK,68,0.00168542110742081,0.1685
85096,69,166,692.16,1,HILDA CANDY SPOT RABBIT,68,0.00168542110742081,0.1685
85129C,69,417,545.24,1,BEADED CRYSTAL HEART BLUE SMALL,68,0.00168542110742081,0.1685
85130C,69,659,737.89,1,BEADED CRYSTAL HEART BLUE LARGE,68,0.00168542110742081,0.1685
85180B,70,365,1031.48,1,PINK HEARTS LIGHT CHAIN,68,0.00168542110742081,0.1685
85185D,68,197,642.01,1,FROG SOCK PUPPET,68,0.00168542110742081,0.1685
85189,69,1176,967.9499999999999,1,HANGING BUTTERFLY EGG,68,0.00168542110742081,0.1685
85215,69,838,648.44,1,ASSORTED CHEESE FRIDGE MAGNETS,68,0.00168542110742081,0.1685
90209C,68,402,760.79,1,PINK ENAMEL+GLASS HAIR COMB,68,0.00168542110742081,0.1685
17084R,67,12065,2198.85,1,ASSORTED INCENSE PACK,67,0.0016606355028999157,0.1661
20901,67,91,806.58,1,VINTAGE KEEPSAKE BOX PINK FLOWER,67,0.0016606355028999157,0.1661
21202,67,855,1105.1299999999999,1,DOLLY HONEYCOMB GARLAND,67,0.0016606355028999157,0.1661
21412,74,275,279.0,1,VINTAGE GOLD TINSEL REEL,67,0.0016606355028999157,0.1661
21796,67,324,2782.19,1,SET OF 3 RED STRIPE BASKETS,67,0.0016606355028999157,0.1661
21946,67,625,358.96999999999997,1,PARTY TIME DESIGN FLANNEL,67,0.0016606355028999157,0.1661
22541,68,1246,504.77,1,MINI JIGSAW LEAP FROG,67,0.0016606355028999157,0.1661
22802,67,120,2153.1,1,FAUX FUR CHOCOLATE THROW,67,0.0016606355028999157,0.1661
35833P,67,188,350.14,1,4 PINK FLOCK CHRISTMAS BALLS,67,0.0016606355028999157,0.1661
35915B,68,563,713.7299999999999,1,BLUE KNITTED HEN,67,0.0016606355028999157,0.1661
35981C,72,589,297.62,1,WHITE SNOW SCANDINAVIAN STOCKING,67,0.0016606355028999157,0.1661
47422,72,1178,458.76,1,ASSORTED MONKEY SUCTION CUP HOOK,67,0.0016606355028999157,0.1661
72800F,69,822,1060.19,1,4 IVORY DINNER CANDLES GOLD FLOCK,67,0.0016606355028999157,0.1661
84658,68,225,1276.11,1,WHITE STITCHED CUSHION COVER,67,0.0016606355028999157,0.1661
85184D,67,8312,4552.69,1,S/4 BLUE ROUND DECOUPAGE BOXES,67,0.0016606355028999157,0.1661
90214M,67,145,146.17,1,"LETTER ""M"" BLING KEY RING",67,0.0016606355028999157,0.1661
16015,66,1573,711.88,1,MEDIUM CHINESE STYLE SCISSOR,66,0.0016358498983790215,0.1636
20819,66,229,635.24,1,SILVER TEDDY BEAR,66,0.0016358498983790215,0.1636
21085,68,13731,1872.68,1,SET/6 WOODLAND PAPER CUPS,66,0.0016358498983790215,0.1636
21269,66,115,1053.82,1,ANTIQUE CREAM CUTLERY SHELF,66,0.0016358498983790215,0.1636
21319,66,510,750.3299999999999,1,GLASS CHALICE GREEN SMALL,66,0.0016358498983790215,0.1636
21418,67,194,533.8399999999999,1,STARFISH SOAP DISH,66,0.0016358498983790215,0.1636
21659,66,120,1891.7,1,GLASS CAKE STAND,66,0.0016358498983790215,0.1636
21740,67,201,698.0100000000001,1,COSY SLIPPER SHOES LARGE RED,66,0.0016358498983790215,0.1636
22391,66,323,635.1899999999999,1,PAPERWEIGHT HOME SWEET HOME,66,0.0016358498983790215,0.1636
22857,66,1230,1048.28,1,ASSORTED EASTER GIFT TAGS,66,0.0016358498983790215,0.1636
23423,66,219,876.9,1,PANTRY 3 HOOK ROLLING PIN HANGER,66,0.0016358498983790215,0.1636
37467,66,275,336.93,1,PIG MUG IN TWO COLOUR DESIGNS,66,0.0016358498983790215,0.1636
47471,66,431,298.51,1,RAINBOW PEGS PHOTO CLIP STRING,66,0.0016358498983790215,0.1636
79071B,66,142,433.70000000000005,1,ENGLISH ROSE METAL WASTE BIN,66,0.0016358498983790215,0.1636
84663A,66,375,758.21,1,GRASS HOPPER WOODEN WALL CLOCK,66,0.0016358498983790215,0.1636
85163B,66,115,1268.6599999999999,1,BLACK BAROQUE WALL CLOCK,66,0.0016358498983790215,0.1636
85164B,66,141,1851.22,1,BLACK BAROQUE CUCKOO CLOCK,66,0.0016358498983790215,0.1636
85230E,66,2445,628.41,1,STRAWBRY SCENTED VOTIVE CANDLE,66,0.0016358498983790215,0.1636
17181,67,353,642.66,1,CIRCLE OF FRIENDS CANDLE HOLDER,65,0.0016110642938581272,0.1611
20759,65,5782,895.38,1,CHRYSANTHEMUM POCKET BOOK,65,0.0016110642938581272,0.1611
21256,65,326,588.64,1,"FRENCH BOTTLE, BRASSERIE DES ARTIST",65,0.0016110642938581272,0.1611
21456,66,738,776.05,1,2 PICTURE BOOK EGGS EASTER CHICKS,65,0.0016110642938581272,0.1611
21457,65,685,716.0,1,2 PICTURE BOOK EGGS EASTER DUCKS,65,0.0016110642938581272,0.1611
23509,66,1062,451.46000000000004,1,MINI PLAYING CARDS FUN FAIR,65,0.0016110642938581272,0.1611
79163,66,1845,1260.6299999999999,1,BLACK CHAMPAGNE GLASS,65,0.0016110642938581272,0.1611
84707A,65,129,1085.68,1,SILVER JEWELLED MIRROR TRINKET TRAY,65,0.0016110642938581272,0.1611
84924A,65,139,593.5,1,WAKE UP COCKEREL CALENDAR SIGN,65,0.0016110642938581272,0.1611
90116,65,108,230.54,1,FRUIT SALAD BAG CHARM,65,0.0016110642938581272,0.1611
90158,65,79,396.5,1,ST TROPEZ NECKLACE,65,0.0016110642938581272,0.1611
10123C,64,651,255.06,1,HEARTS WRAPPING TAPE,64,0.001586278689337233,0.1586
20756,64,5728,851.5600000000001,1,GREEN FERN POCKET BOOK,64,0.001586278689337233,0.1586
21003,64,109,647.75,1,ROSE DU SUD CUSHION COVER,64,0.001586278689337233,0.1586
21367,64,215,293.7,1,MIRRORED WALL ART GENTS,64,0.001586278689337233,0.1586
21371,64,404,556.01,1,MIRRORED WALL ART POPPIES,64,0.001586278689337233,0.1586
21503,64,1801,740.42,1,TOYBOX WRAP,64,0.001586278689337233,0.1586
21550,67,295,1565.51,1,CERAMIC BIRDHOUSE CRESTED TIT LARGE,64,0.001586278689337233,0.1586
23414,64,141,1378.75,1,ZINC BOX SIGN HOME,64,0.001586278689337233,0.1586
23550,64,1855,763.1,1,WRAP ALPHABET POSTER,64,0.001586278689337233,0.1586
35651,65,460,1073.75,1,VINTAGE BEAD PINK SCARF,64,0.001586278689337233,0.1586
46000R,64,249,361.05,1,POLYESTER FILLER PAD 45x30cm,64,0.001586278689337233,0.1586
72484,66,1818,991.3800000000001,1,ROSES IN WHITE HEART CANDLE,64,0.001586278689337233,0.1586
84249D,64,823,347.3,1,FAIRY CAKE GREETINGS CARD,64,0.001586278689337233,0.1586
84457,65,291,278.72999999999996,1,SET/3 RABBITS FLOWER SKIPPPING ROPE,64,0.001586278689337233,0.1586
84535A,65,607,346.93,1,ENGLISH ROSE NOTEBOOK A6 SIZE,64,0.001586278689337233,0.1586
84563A,64,142,703.0,1,PINK & WHITE BREAKFAST TRAY,64,0.001586278689337233,0.1586
85125,64,313,1520.19,1,SMALL ROUND CUT GLASS CANDLESTICK,64,0.001586278689337233,0.1586
90129B,64,150,336.59000000000003,1,TURQUOISE GLASS TASSLE BAG CHARM,64,0.001586278689337233,0.1586
20781,63,106,596.4,1,GOLD EAR MUFF HEADPHONES,63,0.0015614930848163386,0.1561
20838,63,446,565.8,1,FRENCH LATTICE CUSHION COVER,63,0.0015614930848163386,0.1561
21375,64,137,845.0899999999999,1,LARGE CAMPHOR WOOD FIELD MUSHROOM,63,0.0015614930848163386,0.1561
21750,63,312,676.48,1,LARGE SKULL WINDMILL,63,0.0015614930848163386,0.1561
23517,63,334,996.38,1,EMBROIDERED RIBBON REEL REBECCA,63,0.0015614930848163386,0.1561
23524,63,481,1557.63,2,WALL ART HORSE & PONY,63,0.0015614930848163386,0.1561
23565,63,410,586.31,1,EGG CUP MILKMAID HELGA,63,0.0015614930848163386,0.1561
79030D,63,1016,734.26,2,TUMBLER BAROQUE,63,0.0015614930848163386,0.1561
84251B,63,321,86.54,1,"GREETING CARD, STICKY GORDON",63,0.0015614930848163386,0.1561
84916,63,267,676.91,1,HAND TOWEL PALE BLUE W FLOWERS,63,0.0015614930848163386,0.1561
84918,63,208,995.12,2,CREAM CUSHION COVER WITH FLOWERS,63,0.0015614930848163386,0.1561
84927F,65,336,277.53000000000003,1,PSYCHEDELIC TILE HOOK,63,0.0015614930848163386,0.1561
84989B,63,1019,522.95,1,75 BLACK FAIRY CAKE CASES,63,0.0015614930848163386,0.1561
85135A,63,94,754.59,1,YELLOW DRAGONFLY HELICOPTER,63,0.0015614930848163386,0.1561
85167B,64,727,1493.53,1,BLACK GRAND BAROQUE PHOTO FRAME,63,0.0015614930848163386,0.1561
85230F,63,2970,732.66,1,JASMINE VOTIVE CANDLE,63,0.0015614930848163386,0.1561
90115,63,115,296.53,1,SUMMER BUTTERFLIES BAG CHARM,63,0.0015614930848163386,0.1561
90175A,63,108,973.4,1,WHITE GLASS CHUNKY CHARM BRACELET,63,0.0015614930848163386,0.1561
20695,62,143,608.83,1,FLORAL BLUE MONSTER,62,0.0015367074802954445,0.1537
20696,62,153,633.18,1,FLORAL SOFT CAR TOY,62,0.0015367074802954445,0.1537
23026,64,556,1198.96,1,DRAWER KNOB VINTAGE GLASS STAR,62,0.0015367074802954445,0.1537
23547,62,1575,661.5,1,WRAP FLOWER SHOP,62,0.0015367074802954445,0.1537
40046A,62,355,472.07,1,RED DAISY PAPER LAMPSHADE,62,0.0015367074802954445,0.1537
47503H,65,162,252.28,1,ASS FLORAL PRINT SPIRIT LEVEL,62,0.0015367074802954445,0.1537
51020B,62,1087,491.86999999999995,1,STRIPY DESIGN SHOWER CAP,62,0.0015367074802954445,0.1537
84016,62,1004,3791.67,1,FLAG OF ST GEORGE CAR FLAG,62,0.0015367074802954445,0.1537
84675,62,206,571.71,1,FROG KING WATERING CAN,62,0.0015367074802954445,0.1537
85170B,62,293,496.91,1,SET/6 BLACK BIRD T-LIGHT CANDLES,62,0.0015367074802954445,0.1537
16169K,61,2100,669.25,1,WRAP FOLK ART,61,0.0015119218757745502,0.1512
20804,61,325,579.31,1,GLASS CHICKEN BUTTER DISH,61,0.0015119218757745502,0.1512
21144,62,545,294.19,1,PINK POODLE HANGING DECORATION,61,0.0015119218757745502,0.1512
21250,61,404,1003.45,1,SET OF SKULL WALL STICKERS,61,0.0015119218757745502,0.1512
21373,61,636,548.89,1,MIRRORED WALL ART SNOWFLAKES,61,0.0015119218757745502,0.1512
21536,63,221,474.74000000000007,1,DAIRY MAID SMALL MILK JUG,61,0.0015119218757745502,0.1512
21689,63,343,1271.87,1,SILVER VANILLA FLOWER CANDLE POT,61,0.0015119218757745502,0.1512
23073,61,143,1706.5,1,GEORGIAN TRINKET BOX,61,0.0015119218757745502,0.1512
23219,64,430,568.6,1,LAUREL STAR ANTIQUE SILVER,61,0.0015119218757745502,0.1512
35598B,61,958,902.9200000000001,1,BLACK CHRISTMAS TREE 60CM,61,0.0015119218757745502,0.1512
40003,61,1151,1258.27,1,WHITE BAMBOO RIBS LAMPSHADE,61,0.0015119218757745502,0.1512
72130,64,814,341.68,1,COLUMBIAN CANDLE ROUND,61,0.0015119218757745502,0.1512
79323G,61,314,2007.88,1,GOLD CHERRY LIGHTS,61,0.0015119218757745502,0.1512
84051,62,750,611.38,1,ASS COLOUR GLOWING TIARAS,61,0.0015119218757745502,0.1512
84712B,61,101,791.01,1,PINK JEWELLED PHOTO FRAME,61,0.0015119218757745502,0.1512
84761,61,276,768.8499999999999,1,IVORY HANGING BIRD PLANTER,61,0.0015119218757745502,0.1512
84797A,61,499,3560.09,1,PINK HAWAIIAN PICNIC HAMPER FOR 4,61,0.0015119218757745502,0.1512
85020,61,251,558.69,1,ROUND PINK HEART MIRROR,61,0.0015119218757745502,0.1512
85106,62,1202,2318.44,1,CUT GLASS HEXAGON T-LIGHT HOLDER,61,0.0015119218757745502,0.1512
85117,61,347,594.3199999999999,1,NIGHTINGALE COATHOOK WHITE,61,0.0015119218757745502,0.1512
85205B,62,241,669.38,1,PINK FELT EASTER RABBIT GARLAND,61,0.0015119218757745502,0.1512
85224,64,2004,1120.96,1,ASSORTED COLOUR SILK GLASSES CASE,61,0.0015119218757745502,0.1512
16046,63,10057,1224.35,1,TEATIME PEN CASE & PENS,60,0.0014871362712536558,0.1487
21129,60,124,949.44,1,SILVER FISHING GNOME,60,0.0014871362712536558,0.1487
37333,60,147,815.0,1,"RETRO ""TEA FOR ONE""",60,0.0014871362712536558,0.1487
84563B,60,129,595.99,1,BLUE & WHITE BREAKFAST TRAY,60,0.0014871362712536558,0.1487
85129B,60,254,342.62,1,BEADED CRYSTAL HEART GREEN SMALL,60,0.0014871362712536558,0.1487
90013C,60,92,370.51,1,GREEN VINTAGE EARRINGS,60,0.0014871362712536558,0.1487
90120C,60,111,470.8,1,GREEN MURANO TWIST BRACELET,60,0.0014871362712536558,0.1487
90129E,61,133,269.78000000000003,1,PURPLE GLASS TASSLE BAG CHARM,60,0.0014871362712536558,0.1487
16169M,60,2060,640.95,1,WRAP DAISY CARPET,59,0.0014623506667327615,0.1462
20980,60,234,283.56,1,36 PENCILS TUBE POSY,59,0.0014623506667327615,0.1462
21128,59,129,868.25,1,GOLD FISHING GNOME,59,0.0014623506667327615,0.1462
21263,60,302,676.02,1,GREEN GOOSE FEATHER TREE 60CM,59,0.0014623506667327615,0.1462
22102,59,1842,1191.69,1,MIRROR MOSAIC T-LIGHT HOLDER,59,0.0014623506667327615,0.1462
22806,60,442,1184.42,1,SET OF 6 T-LIGHTS WEDDING CAKE,59,0.0014623506667327615,0.1462
23408,59,310,644.8000000000001,1,PHOTO FRAME LINEN AND LACE SMALL,59,0.0014623506667327615,0.1462
72131,61,761,717.63,1,COLUMBIAN CANDLE RECTANGLE,59,0.0014623506667327615,0.1462
84971L,60,587,728.4300000000001,1,LARGE HEART FLOWERS HOOK,59,0.0014623506667327615,0.1462
90005A,59,108,221.09,1,JADE GREEN ENAMEL HAIR COMB,59,0.0014623506667327615,0.1462
21146,58,789,1513.6699999999998,1,ANTIQUE GLASS RIDGED HANGING BALL,58,0.0014375650622118674,0.1438
21160,58,794,557.49,1,KEEP OUT GIRLS DOOR HANGER,58,0.0014375650622118674,0.1438
21732,60,925,3214.57,1,RED HANGING METAL STAR TLIGHT HLDR,58,0.0014375650622118674,0.1438
22765,58,338,3825.25,1,NEWSPAPER STAND,58,0.0014375650622118674,0.1438
23099,59,137,925.35,1,FRENCH CARRIAGE LANTERN,58,0.0014375650622118674,0.1438
23413,58,173,909.3100000000001,3,VINTAGE COFFEE GRINDER BOX,58,0.0014375650622118674,0.1438
44234,63,1220,264.76,1,ASSORTED CIRCULAR MOBILE,58,0.0014375650622118674,0.1438
79323B,58,242,1565.7,1,BLACK CHERRY LIGHTS,58,0.0014375650622118674,0.1438
84859A,60,293,613.53,1,SILVER DISCO HANDBAG,58,0.0014375650622118674,0.1438
85165,58,90,872.76,1,CANDY PINK FRENCH BOUDOIR CLOCK,58,0.0014375650622118674,0.1438
90018A,58,77,325.47,1,SILVER M.O.P ORBIT DROP EARRINGS,58,0.0014375650622118674,0.1438
90147,59,93,937.4499999999999,1,CHUNKY SILVER NECKLACE PASTEL FLOWE,58,0.0014375650622118674,0.1438
90201D,58,134,394.33000000000004,1,GREEN ENAMEL FLOWER RING,58,0.0014375650622118674,0.1438
90206C,58,81,407.70000000000005,1,CRYSTAL DIAMANTE STAR BROOCH,58,0.0014375650622118674,0.1438
90214H,58,88,81.96,1,"LETTER ""H"" BLING KEY RING",58,0.0014375650622118674,0.1438
16169N,57,2050,636.75,1,WRAP BLUE RUSSIAN FOLKART,57,0.001412779457690973,0.1413
17165B,61,810,751.6800000000001,1,ASS COL LARGE SAND GECKO P'WEIGHT,57,0.001412779457690973,0.1413
20989,57,407,782.18,1,URBAN CHIC CHOPSTICKS SET/5,57,0.001412779457690973,0.1413
21413,57,3171,1152.47,1,PERIWINKLE T-LIGHT HOLDER,57,0.001412779457690973,0.1413
21480,58,285,899.5200000000001,1,PINK STRIPE HOT WATER BOTTLE,57,0.001412779457690973,0.1413
22257,59,419,345.47999999999996,1,FELT FARM ANIMAL SHEEP,57,0.001412779457690973,0.1413
22503,57,149,3447.2,1,CABIN BAG VINTAGE PAISLEY,57,0.001412779457690973,0.1413
22869,57,167,393.63,2,NUMBER TILE COTTAGE GARDEN 1,57,0.001412779457690973,0.1413
23113,57,1154,5868.5,1,PANTRY CHOPPING BOARD,57,0.001412779457690973,0.1413
23512,57,500,975.24,1,EMBROIDERED RIBBON REEL ROSIE,57,0.001412779457690973,0.1413
23554,57,422,4805.53,1,LANDMARK FRAME OXFORD STREET,57,0.001412779457690973,0.1413
23695,57,741,313.24,1,DOILY THANK YOU CARD,57,0.001412779457690973,0.1413
35914,59,245,345.0,1,PINK CHICK EGG WARMER + EGG CUP,57,0.001412779457690973,0.1413
37444C,57,1657,688.49,1,PINK BREAKFAST CUP AND SAUCER,57,0.001412779457690973,0.1413
47504G,57,266,366.81,1,ENGLISH ROSE TAPE MEASURE,57,0.001412779457690973,0.1413
84846A,57,263,596.97,1,SCENTED CANDLE IN DIGITALIS TIN,57,0.001412779457690973,0.1413
84974,58,89,879.55,1,S/2 ZINC HEART DESIGN PLANTERS,57,0.001412779457690973,0.1413
84976,57,675,726.12,1,RECTANGULAR SHAPED MIRROR,57,0.001412779457690973,0.1413
85104,60,359,1048.0900000000001,1,SILVER GLASS T-LIGHT SET,57,0.001412779457690973,0.1413
85163A,57,103,1058.17,1,WHITE BAROQUE WALL CLOCK,57,0.001412779457690973,0.1413
16156N,56,1475,619.5,1,"WRAP, FRIENDSHIP ON GREEN",56,0.0013879938531700788,0.1388
17038,56,2659,261.51,1,PORCELAIN BUDAH INCENSE HOLDER,56,0.0013879938531700788,0.1388
20753,56,218,509.00000000000006,1,RETRO PINK SPOT WASHING UP GLOVES,56,0.0013879938531700788,0.1388
21275,56,250,1731.43,1,ZINC TOP 2 DOOR WOODEN SHELF,56,0.0013879938531700788,0.1388
21320,57,398,913.34,1,GLASS CHALICE GREEN LARGE,56,0.0013879938531700788,0.1388
22105,57,693,1298.91,1,MIRROR MOSAIC GOBLET CANDLE HOLDER,56,0.0013879938531700788,0.1388
22394,56,347,549.3499999999999,1,PAPERWEIGHT KINGS CHOICE,56,0.0013879938531700788,0.1388
22395,56,237,428.94,1,PAPERWEIGHT VINTAGE PAISLEY,56,0.0013879938531700788,0.1388
23411,57,227,1118.6100000000001,1,TRELLIS COAT RACK,56,0.0013879938531700788,0.1388
23425,56,275,621.44,1,STORAGE TIN HOME SWEET HOME,56,0.0013879938531700788,0.1388
35160,56,2180,1590.6399999999999,1,BUDDHA INCENSE HOLDER ASSORTED,56,0.0013879938531700788,0.1388
47579,57,186,422.97,1,TEA TIME BREAKFAST BASKET,56,0.0013879938531700788,0.1388
72051S,57,305,193.41,1,BAG OF SILVER STONES,56,0.0013879938531700788,0.1388
79051A,60,943,388.97999999999996,2,SMOKEY GREY COLOUR D.O.F. GLASS,56,0.0013879938531700788,0.1388
79191D,56,138,143.87,1,RETRO PLASTIC DAISY TRAY,56,0.0013879938531700788,0.1388
79323S,56,334,2084.32,1,SILVER CHERRY LIGHTS,56,0.0013879938531700788,0.1388
84660A,56,867,907.96,1,WHITE STITCHED WALL CLOCK,56,0.0013879938531700788,0.1388
84898F,56,172,367.45000000000005,1,YELLOW FLOWERS FELT HANDBAG KIT,56,0.0013879938531700788,0.1388
84917,56,232,698.66,1,WHITE HAND TOWEL WITH BUTTERFLY,56,0.0013879938531700788,0.1388
90192,56,97,484.31,1,JADE DROP EARRINGS W FILIGREE,56,0.0013879938531700788,0.1388
90201B,56,156,460.23,1,BLACK ENAMEL FLOWER RING,56,0.0013879938531700788,0.1388
16259,55,5473,766.09,1,PIECE OF CAMO STATIONERY SET,55,0.0013632082486491847,0.1363
20783,55,165,1051.4,1,HEART EAR MUFF HEADPHONES,55,0.0013632082486491847,0.1363
21490,56,637,1210.6,1,SET OF THREE 50'S GIFT WRAPS,55,0.0013632082486491847,0.1363
35599B,55,276,1022.09,1,BLACK CHRISTMAS TREE 120CM,55,0.0013632082486491847,0.1363
84247N,55,115,303.38000000000005,1,PACK/12 BLUE FOLKART CARDS,55,0.0013632082486491847,0.1363
90087,55,313,252.88,1,CRYSTAL SEA HORSE PHONE CHARM,55,0.0013632082486491847,0.1363
90098,55,137,301.28,1,NECKLACE+BRACELET PINK BUTTERFLY,55,0.0013632082486491847,0.1363
90173,56,89,336.88,1,PAIR BUTTERFLY HAIR CLIPS,55,0.0013632082486491847,0.1363
20694,55,166,622.33,1,FLORAL PINK MONSTER,54,0.0013384226441282903,0.1338
21038,54,170,367.28000000000003,1,SET/4 MODERN VINTAGE COTTON NAPKINS,54,0.0013384226441282903,0.1338
21631,54,221,1571.75,1,HIPPY CHIC DECORATIVE PARASOL,54,0.0013384226441282903,0.1338
21632,54,133,1101.71,1,VINTAGE PINK DECORATIVE PARASOL,54,0.0013384226441282903,0.1338
22655,54,77,13140.0,1,VINTAGE RED KITCHEN CABINET,54,0.0013384226441282903,0.1338
23025,54,350,760.8000000000001,1,DRAWER KNOB VINTAGE GLASS BALL,54,0.0013384226441282903,0.1338
23041,54,272,1178.48,2,PAPER LANTERN 9 POINT SNOW STAR,54,0.0013384226441282903,0.1338
35637A,54,552,1464.58,1,IVORY STRING CURTAIN WITH POLE,54,0.0013384226441282903,0.1338
35991,56,402,232.08,1,SET/6 BLACK SNOWFLAKE T-LIGHTS,54,0.0013384226441282903,0.1338
37441,54,700,1639.8000000000002,1,ASSORTED WHITE EMBOSSED CHINA MUGS,54,0.0013384226441282903,0.1338
37494A,54,241,817.6,1,FAIRY CAKE CERAMIC BUTTER DISH,54,0.0013384226441282903,0.1338
72728,55,643,523.15,1,ROSE SCENT CANDLES IN GLASS,54,0.0013384226441282903,0.1338
72814,55,266,967.9200000000001,2,SET OF 3 CHRISTMAS BRIAR CANDLES,54,0.0013384226441282903,0.1338
84820,54,323,899.37,1,DANISH ROSE TRINKET TRAYS,54,0.0013384226441282903,0.1338
