Invoice,TransactionCopies,SourceSheetCount,UniqueFingerprints,MinimumLineCount,MaximumLineCount,TotalLinesAcrossCopies,MinimumUniqueItemCount,MaximumUniqueItemCount,EarliestTimestamp,LatestTimestamp,MatchingLineCopies,ExactSameTransaction
537607,2,2,1,16,16,32,16,16,2010-12-07 13:18:00,2010-12-07 13:18:00,16,True
537608,2,2,1,47,47,94,46,46,2010-12-07 13:20:00,2010-12-07 13:20:00,47,True
537609,2,2,1,12,12,24,12,12,2010-12-07 13:22:00,2010-12-07 13:22:00,12,True
537612,2,2,1,10,10,20,10,10,2010-12-07 13:28:00,2010-12-07 13:28:00,10,True
537614,2,2,1,30,30,60,30,30,2010-12-07 13:29:00,2010-12-07 13:29:00,30,True
537615,2,2,1,5,5,10,5,5,2010-12-07 13:30:00,2010-12-07 13:30:00,5,True
537616,2,2,1,1,1,2,1,1,2010-12-07 13:30:00,2010-12-07 13:30:00,1,True
537617,2,2,1,8,8,16,8,8,2010-12-07 13:45:00,2010-12-07 13:45:00,8,True
537618,2,2,1,16,16,32,16,16,2010-12-07 13:50:00,2010-12-07 13:50:00,16,True
537619,2,2,1,7,7,14,7,7,2010-12-07 13:53:00,2010-12-07 13:53:00,7,True
537620,2,2,1,6,6,12,6,6,2010-12-07 14:00:00,2010-12-07 14:00:00,6,True
537621,2,2,1,4,4,8,4,4,2010-12-07 14:29:00,2010-12-07 14:29:00,4,True
537622,2,2,1,23,23,46,23,23,2010-12-07 14:30:00,2010-12-07 14:30:00,23,True
537623,2,2,1,44,44,88,44,44,2010-12-07 14:31:00,2010-12-07 14:31:00,44,True
537624,2,2,1,57,57,114,53,53,2010-12-07 14:41:00,2010-12-07 14:41:00,57,True
537625,2,2,1,6,6,12,6,6,2010-12-07 14:57:00,2010-12-07 14:57:00,6,True
537626,2,2,1,31,31,62,31,31,2010-12-07 14:57:00,2010-12-07 14:57:00,31,True
537627,2,2,1,12,12,24,12,12,2010-12-07 14:58:00,2010-12-07 14:58:00,12,True
537628,2,2,1,16,16,32,16,16,2010-12-07 15:02:00,2010-12-07 15:02:00,16,True
537629,2,2,1,18,18,36,18,18,2010-12-07 15:03:00,2010-12-07 15:03:00,18,True
537631,2,2,1,1,1,2,1,1,2010-12-07 15:04:00,2010-12-07 15:04:00,1,True
537633,2,2,1,5,5,10,5,5,2010-12-07 15:14:00,2010-12-07 15:14:00,5,True
537634,2,2,1,18,18,36,18,18,2010-12-07 15:15:00,2010-12-07 15:15:00,18,True
537635,2,2,1,2,2,4,2,2,2010-12-07 15:18:00,2010-12-07 15:18:00,2,True
537636,2,2,1,3,3,6,3,3,2010-12-07 15:20:00,2010-12-07 15:20:00,3,True
537637,2,2,1,4,4,8,4,4,2010-12-07 15:22:00,2010-12-07 15:22:00,4,True
537638,2,2,1,600,600,1200,600,600,2010-12-07 15:28:00,2010-12-07 15:28:00,600,True
537640,2,2,1,148,148,296,148,148,2010-12-07 15:31:00,2010-12-07 15:31:00,148,True
537641,2,2,1,78,78,156,78,78,2010-12-07 15:32:00,2010-12-07 15:32:00,78,True
537642,2,2,1,121,121,242,121,121,2010-12-07 15:33:00,2010-12-07 15:33:00,121,True
537643,2,2,1,122,122,244,122,122,2010-12-07 15:34:00,2010-12-07 15:34:00,122,True
537645,2,2,1,106,106,212,106,106,2010-12-07 15:34:00,2010-12-07 15:34:00,106,True
537646,2,2,1,71,71,142,67,67,2010-12-07 15:39:00,2010-12-07 15:39:00,71,True
537648,2,2,1,22,22,44,22,22,2010-12-07 15:48:00,2010-12-07 15:48:00,22,True
537649,2,2,1,7,7,14,7,7,2010-12-07 15:48:00,2010-12-07 15:48:00,7,True
537650,2,2,1,13,13,26,13,13,2010-12-07 15:48:00,2010-12-07 15:48:00,13,True
537653,2,2,1,34,34,68,34,34,2010-12-07 15:54:00,2010-12-07 15:54:00,34,True
537654,2,2,1,21,21,42,21,21,2010-12-07 15:59:00,2010-12-07 15:59:00,21,True
537655,2,2,1,8,8,16,8,8,2010-12-07 16:20:00,2010-12-07 16:20:00,8,True
537657,2,2,1,5,5,10,5,5,2010-12-07 16:42:00,2010-12-07 16:42:00,5,True
537658,2,2,1,3,3,6,3,3,2010-12-07 16:43:00,2010-12-07 16:43:00,3,True
537659,2,2,1,9,9,18,9,9,2010-12-07 16:43:00,2010-12-07 16:43:00,9,True
537664,2,2,1,1,1,2,1,1,2010-12-07 17:05:00,2010-12-07 17:05:00,1,True
537665,2,2,1,6,6,12,6,6,2010-12-07 17:19:00,2010-12-07 17:19:00,6,True
537666,2,2,1,535,535,1070,535,535,2010-12-07 18:36:00,2010-12-07 18:36:00,535,True
537667,2,2,1,1,1,2,1,1,2010-12-08 08:12:00,2010-12-08 08:12:00,1,True
537668,2,2,1,2,2,4,2,2,2010-12-08 08:43:00,2010-12-08 08:43:00,2,True
537669,2,2,1,9,9,18,9,9,2010-12-08 08:58:00,2010-12-08 08:58:00,9,True
537670,2,2,1,10,10,20,10,10,2010-12-08 09:07:00,2010-12-08 09:07:00,10,True
537671,2,2,1,15,15,30,15,15,2010-12-08 09:20:00,2010-12-08 09:20:00,15,True
537672,2,2,1,18,18,36,18,18,2010-12-08 09:30:00,2010-12-08 09:30:00,18,True
537673,2,2,1,6,6,12,6,6,2010-12-08 09:49:00,2010-12-08 09:49:00,6,True
537674,2,2,1,19,19,38,19,19,2010-12-08 09:51:00,2010-12-08 09:51:00,19,True
537675,2,2,1,1,1,2,1,1,2010-12-08 09:53:00,2010-12-08 09:53:00,1,True
537676,2,2,1,8,8,16,8,8,2010-12-08 09:53:00,2010-12-08 09:53:00,8,True
537678,2,2,1,9,9,18,9,9,2010-12-08 09:56:00,2010-12-08 09:56:00,9,True
537679,2,2,1,5,5,10,5,5,2010-12-08 10:05:00,2010-12-08 10:05:00,5,True
537680,2,2,1,13,13,26,13,13,2010-12-08 10:11:00,2010-12-08 10:11:00,13,True
537681,2,2,1,7,7,14,7,7,2010-12-08 10:11:00,2010-12-08 10:11:00,7,True
537682,2,2,1,4,4,8,4,4,2010-12-08 10:13:00,2010-12-08 10:13:00,4,True
537683,2,2,1,20,20,40,20,20,2010-12-08 10:14:00,2010-12-08 10:14:00,20,True
537685,2,2,1,19,19,38,19,19,2010-12-08 10:21:00,2010-12-08 10:21:00,19,True
537686,2,2,1,3,3,6,3,3,2010-12-08 10:21:00,2010-12-08 10:21:00,3,True
537688,2,2,1,19,19,38,19,19,2010-12-08 10:35:00,2010-12-08 10:35:00,19,True
537689,2,2,1,17,17,34,17,17,2010-12-08 10:36:00,2010-12-08 10:36:00,17,True
537690,2,2,1,15,15,30,15,15,2010-12-08 10:38:00,2010-12-08 10:38:00,15,True
537691,2,2,1,20,20,40,20,20,2010-12-08 10:39:00,2010-12-08 10:39:00,20,True
537692,2,2,1,50,50,100,49,49,2010-12-08 10:40:00,2010-12-08 10:40:00,50,True
537693,2,2,1,10,10,20,10,10,2010-12-08 10:45:00,2010-12-08 10:45:00,10,True
537694,2,2,1,14,14,28,14,14,2010-12-08 10:46:00,2010-12-08 10:46:00,14,True
537698,2,2,1,4,4,8,4,4,2010-12-08 10:51:00,2010-12-08 10:51:00,4,True
537700,2,2,1,3,3,6,3,3,2010-12-08 10:51:00,2010-12-08 10:51:00,3,True
537707,2,2,1,14,14,28,14,14,2010-12-08 10:53:00,2010-12-08 10:53:00,14,True
537738,2,2,1,17,17,34,17,17,2010-12-08 11:02:00,2010-12-08 11:02:00,17,True
537743,2,2,1,9,9,18,9,9,2010-12-08 11:02:00,2010-12-08 11:02:00,9,True
537751,2,2,1,2,2,4,2,2,2010-12-08 11:04:00,2010-12-08 11:04:00,2,True
537754,2,2,1,22,22,44,21,21,2010-12-08 11:16:00,2010-12-08 11:16:00,22,True
537755,2,2,1,9,9,18,9,9,2010-12-08 11:31:00,2010-12-08 11:31:00,9,True
537757,2,2,1,8,8,16,8,8,2010-12-08 11:38:00,2010-12-08 11:38:00,8,True
537758,2,2,1,10,10,20,10,10,2010-12-08 11:41:00,2010-12-08 11:41:00,10,True
537759,2,2,1,12,12,24,12,12,2010-12-08 11:42:00,2010-12-08 11:42:00,12,True
537760,2,2,1,4,4,8,4,4,2010-12-08 11:42:00,2010-12-08 11:42:00,4,True
537761,2,2,1,1,1,2,1,1,2010-12-08 11:43:00,2010-12-08 11:43:00,1,True
537762,2,2,1,27,27,54,27,27,2010-12-08 12:01:00,2010-12-08 12:01:00,27,True
537764,2,2,1,45,45,90,44,44,2010-12-08 12:06:00,2010-12-08 12:06:00,45,True
537765,2,2,1,38,38,76,38,38,2010-12-08 12:08:00,2010-12-08 12:08:00,38,True
537766,2,2,1,4,4,8,4,4,2010-12-08 12:08:00,2010-12-08 12:08:00,4,True
537767,2,2,1,1,1,2,1,1,2010-12-08 12:09:00,2010-12-08 12:09:00,1,True
537768,2,2,1,2,2,4,2,2,2010-12-08 12:11:00,2010-12-08 12:11:00,2,True
537769,2,2,1,49,49,98,45,45,2010-12-08 12:17:00,2010-12-08 12:17:00,49,True
537770,2,2,1,15,15,30,15,15,2010-12-08 12:24:00,2010-12-08 12:24:00,15,True
537771,2,2,1,9,9,18,9,9,2010-12-08 12:29:00,2010-12-08 12:29:00,9,True
537772,2,2,1,62,62,124,59,59,2010-12-08 12:35:00,2010-12-08 12:35:00,62,True
537773,2,2,1,66,66,132,59,59,2010-12-08 12:36:00,2010-12-08 12:36:00,66,True
537774,2,2,1,4,4,8,4,4,2010-12-08 12:40:00,2010-12-08 12:40:00,4,True
537775,2,2,1,45,45,90,45,45,2010-12-08 12:41:00,2010-12-08 12:41:00,45,True
537780,2,2,1,6,6,12,6,6,2010-12-08 12:45:00,2010-12-08 12:45:00,6,True
537781,2,2,1,136,136,272,127,127,2010-12-08 12:46:00,2010-12-08 12:46:00,136,True
537789,2,2,1,14,14,28,14,14,2010-12-08 12:49:00,2010-12-08 12:49:00,14,True
537791,2,2,1,2,2,4,2,2,2010-12-08 12:51:00,2010-12-08 12:51:00,2,True
537792,2,2,1,19,19,38,19,19,2010-12-08 12:56:00,2010-12-08 12:56:00,19,True
537793,2,2,1,29,29,58,27,27,2010-12-08 12:57:00,2010-12-08 12:57:00,29,True
537794,2,2,1,60,60,120,60,60,2010-12-08 13:01:00,2010-12-08 13:01:00,60,True
537795,2,2,1,15,15,30,15,15,2010-12-08 13:03:00,2010-12-08 13:03:00,15,True
537796,2,2,1,6,6,12,6,6,2010-12-08 13:03:00,2010-12-08 13:03:00,6,True
537799,2,2,1,11,11,22,11,11,2010-12-08 13:07:00,2010-12-08 13:07:00,11,True
537800,2,2,1,9,9,18,9,9,2010-12-08 13:08:00,2010-12-08 13:08:00,9,True
537801,2,2,1,5,5,10,5,5,2010-12-08 13:08:00,2010-12-08 13:08:00,5,True
537802,2,2,1,30,30,60,30,30,2010-12-08 13:11:00,2010-12-08 13:11:00,30,True
537803,2,2,1,2,2,4,2,2,2010-12-08 13:14:00,2010-12-08 13:14:00,2,True
537804,2,2,1,11,11,22,10,10,2010-12-08 13:17:00,2010-12-08 13:17:00,11,True
537806,2,2,1,10,10,20,10,10,2010-12-08 13:21:00,2010-12-08 13:21:00,10,True
537808,2,2,1,17,17,34,17,17,2010-12-08 13:23:00,2010-12-08 13:23:00,17,True
537809,2,2,1,7,7,14,7,7,2010-12-08 13:28:00,2010-12-08 13:28:00,7,True
537810,2,2,1,1,1,2,1,1,2010-12-08 13:30:00,2010-12-08 13:30:00,1,True
537811,2,2,1,2,2,4,2,2,2010-12-08 13:30:00,2010-12-08 13:30:00,2,True
537813,2,2,1,7,7,14,7,7,2010-12-08 13:38:00,2010-12-08 13:38:00,7,True
537815,2,2,1,15,15,30,15,15,2010-12-08 13:49:00,2010-12-08 13:49:00,15,True
537816,2,2,1,3,3,6,3,3,2010-12-08 13:51:00,2010-12-08 13:51:00,3,True
537817,2,2,1,7,7,14,7,7,2010-12-08 13:53:00,2010-12-08 13:53:00,7,True
537818,2,2,1,52,52,104,52,52,2010-12-08 13:53:00,2010-12-08 13:53:00,52,True
537819,2,2,1,17,17,34,17,17,2010-12-08 13:55:00,2010-12-08 13:55:00,17,True
537822,2,2,1,30,30,60,30,30,2010-12-08 14:22:00,2010-12-08 14:22:00,30,True
537823,2,2,1,590,590,1180,588,588,2010-12-08 14:25:00,2010-12-08 14:25:00,590,True
537825,2,2,1,28,28,56,28,28,2010-12-08 14:36:00,2010-12-08 14:36:00,28,True
537826,2,2,1,21,21,42,21,21,2010-12-08 14:38:00,2010-12-08 14:38:00,21,True
537827,2,2,1,1,1,2,1,1,2010-12-08 14:43:00,2010-12-08 14:43:00,1,True
537828,2,2,1,30,30,60,30,30,2010-12-08 14:43:00,2010-12-08 14:43:00,30,True
537829,2,2,1,19,19,38,19,19,2010-12-08 14:46:00,2010-12-08 14:46:00,19,True
537830,2,2,1,15,15,30,15,15,2010-12-08 14:46:00,2010-12-08 14:46:00,15,True
537831,2,2,1,11,11,22,11,11,2010-12-08 14:50:00,2010-12-08 14:50:00,11,True
537833,2,2,1,1,1,2,1,1,2010-12-08 14:53:00,2010-12-08 14:53:00,1,True
537836,2,2,1,1,1,2,1,1,2010-12-08 14:58:00,2010-12-08 14:58:00,1,True
537837,2,2,1,14,14,28,14,14,2010-12-08 14:59:00,2010-12-08 14:59:00,14,True
537839,2,2,1,9,9,18,9,9,2010-12-08 15:02:00,2010-12-08 15:02:00,9,True
537840,2,2,1,15,15,30,15,15,2010-12-08 15:03:00,2010-12-08 15:03:00,15,True
537841,2,2,1,1,1,2,1,1,2010-12-08 15:10:00,2010-12-08 15:10:00,1,True
537842,2,2,1,15,15,30,15,15,2010-12-08 15:12:00,2010-12-08 15:12:00,15,True
537843,2,2,1,9,9,18,9,9,2010-12-08 15:16:00,2010-12-08 15:16:00,9,True
537844,2,2,1,38,38,76,37,37,2010-12-08 15:17:00,2010-12-08 15:17:00,38,True
537845,2,2,1,4,4,8,4,4,2010-12-08 15:23:00,2010-12-08 15:23:00,4,True
537846,2,2,1,5,5,10,5,5,2010-12-08 15:25:00,2010-12-08 15:25:00,5,True
537847,2,2,1,6,6,12,6,6,2010-12-08 15:33:00,2010-12-08 15:33:00,6,True
537848,2,2,1,1,1,2,1,1,2010-12-08 15:35:00,2010-12-08 15:35:00,1,True
537849,2,2,1,1,1,2,1,1,2010-12-08 15:35:00,2010-12-08 15:35:00,1,True
537850,2,2,1,25,25,50,25,25,2010-12-08 15:38:00,2010-12-08 15:38:00,25,True
537851,2,2,1,7,7,14,7,7,2010-12-08 15:39:00,2010-12-08 15:39:00,7,True
537852,2,2,1,86,86,172,86,86,2010-12-08 15:56:00,2010-12-08 15:56:00,86,True
537854,2,2,1,5,5,10,5,5,2010-12-08 15:58:00,2010-12-08 15:58:00,5,True
537855,2,2,1,32,32,64,31,31,2010-12-08 15:59:00,2010-12-08 15:59:00,32,True
537858,2,2,1,11,11,22,11,11,2010-12-08 16:06:00,2010-12-08 16:06:00,11,True
537859,2,2,1,26,26,52,26,26,2010-12-08 16:11:00,2010-12-08 16:11:00,26,True
537861,2,2,1,6,6,12,6,6,2010-12-08 16:18:00,2010-12-08 16:18:00,6,True
537862,2,2,1,7,7,14,7,7,2010-12-08 16:21:00,2010-12-08 16:21:00,7,True
537863,2,2,1,1,1,2,1,1,2010-12-08 16:29:00,2010-12-08 16:29:00,1,True
537864,2,2,1,14,14,28,14,14,2010-12-08 16:34:00,2010-12-08 16:34:00,14,True
537865,2,2,1,22,22,44,22,22,2010-12-08 16:34:00,2010-12-08 16:34:00,22,True
537866,2,2,1,9,9,18,9,9,2010-12-08 16:45:00,2010-12-08 16:45:00,9,True
537867,2,2,1,15,15,30,15,15,2010-12-08 16:48:00,2010-12-08 16:48:00,15,True
537868,2,2,1,74,74,148,74,74,2010-12-08 16:49:00,2010-12-08 16:49:00,74,True
537871,2,2,1,25,25,50,24,24,2010-12-08 17:20:00,2010-12-08 17:20:00,25,True
537879,2,2,1,8,8,16,8,8,2010-12-09 08:34:00,2010-12-09 08:34:00,8,True
537880,2,2,1,16,16,32,16,16,2010-12-09 09:14:00,2010-12-09 09:14:00,16,True
537881,2,2,1,12,12,24,12,12,2010-12-09 09:23:00,2010-12-09 09:23:00,12,True
537882,2,2,1,4,4,8,4,4,2010-12-09 09:25:00,2010-12-09 09:25:00,4,True
537883,2,2,1,5,5,10,5,5,2010-12-09 09:27:00,2010-12-09 09:27:00,5,True
537884,2,2,1,6,6,12,6,6,2010-12-09 09:30:00,2010-12-09 09:30:00,6,True
537885,2,2,1,16,16,32,16,16,2010-12-09 09:34:00,2010-12-09 09:34:00,16,True
537886,2,2,1,10,10,20,10,10,2010-12-09 09:49:00,2010-12-09 09:49:00,10,True
537887,2,2,1,10,10,20,10,10,2010-12-09 10:00:00,2010-12-09 10:00:00,10,True
537888,2,2,1,35,35,70,35,35,2010-12-09 10:04:00,2010-12-09 10:04:00,35,True
537889,2,2,1,27,27,54,27,27,2010-12-09 10:04:00,2010-12-09 10:04:00,27,True
537890,2,2,1,6,6,12,6,6,2010-12-09 10:04:00,2010-12-09 10:04:00,6,True
537891,2,2,1,5,5,10,5,5,2010-12-09 10:05:00,2010-12-09 10:05:00,5,True
537892,2,2,1,9,9,18,9,9,2010-12-09 10:13:00,2010-12-09 10:13:00,9,True
537894,2,2,1,13,13,26,13,13,2010-12-09 10:16:00,2010-12-09 10:16:00,13,True
537895,2,2,1,5,5,10,5,5,2010-12-09 10:30:00,2010-12-09 10:30:00,5,True
537896,2,2,1,14,14,28,14,14,2010-12-09 10:33:00,2010-12-09 10:33:00,14,True
537897,2,2,1,12,12,24,12,12,2010-12-09 10:37:00,2010-12-09 10:37:00,12,True
537898,2,2,1,20,20,40,20,20,2010-12-09 10:42:00,2010-12-09 10:42:00,20,True
537899,2,2,1,1,1,2,1,1,2010-12-09 10:44:00,2010-12-09 10:44:00,1,True
537900,2,2,1,24,24,48,24,24,2010-12-09 10:45:00,2010-12-09 10:45:00,24,True
537901,2,2,1,3,3,6,3,3,2010-12-09 10:48:00,2010-12-09 10:48:00,3,True
537915,2,2,1,12,12,24,12,12,2010-12-09 10:55:00,2010-12-09 10:55:00,12,True
537955,2,2,1,46,46,92,46,46,2010-12-09 11:28:00,2010-12-09 11:28:00,46,True
537963,2,2,1,13,13,26,13,13,2010-12-09 11:30:00,2010-12-09 11:30:00,13,True
537967,2,2,1,2,2,4,2,2,2010-12-09 11:31:00,2010-12-09 11:31:00,2,True
537981,2,2,1,4,4,8,4,4,2010-12-09 11:35:00,2010-12-09 11:35:00,4,True
537995,2,2,1,10,10,20,10,10,2010-12-09 11:39:00,2010-12-09 11:39:00,10,True
538000,2,2,1,2,2,4,2,2,2010-12-09 11:44:00,2010-12-09 11:44:00,2,True
538002,2,2,1,16,16,32,16,16,2010-12-09 11:48:00,2010-12-09 11:48:00,16,True
538003,2,2,1,19,19,38,19,19,2010-12-09 12:05:00,2010-12-09 12:05:00,19,True
538005,2,2,1,3,3,6,3,3,2010-12-09 12:12:00,2010-12-09 12:12:00,3,True
538006,2,2,1,2,2,4,2,2,2010-12-09 12:13:00,2010-12-09 12:13:00,2,True
538007,2,2,1,11,11,22,11,11,2010-12-09 12:16:00,2010-12-09 12:16:00,11,True
538008,2,2,1,40,40,80,40,40,2010-12-09 12:17:00,2010-12-09 12:17:00,40,True
538009,2,2,1,32,32,64,32,32,2010-12-09 12:17:00,2010-12-09 12:17:00,32,True
538010,2,2,1,5,5,10,5,5,2010-12-09 12:20:00,2010-12-09 12:20:00,5,True
538011,2,2,1,32,32,64,32,32,2010-12-09 12:24:00,2010-12-09 12:24:00,32,True
538012,2,2,1,29,29,58,29,29,2010-12-09 12:32:00,2010-12-09 12:32:00,29,True
538013,2,2,1,12,12,24,12,12,2010-12-09 12:37:00,2010-12-09 12:37:00,12,True
538014,2,2,1,13,13,26,13,13,2010-12-09 12:49:00,2010-12-09 12:49:00,13,True
538015,2,2,1,21,21,42,21,21,2010-12-09 12:49:00,2010-12-09 12:49:00,21,True
538032,2,2,1,10,10,20,10,10,2010-12-09 12:59:00,2010-12-09 12:59:00,10,True
538035,2,2,1,73,73,146,71,71,2010-12-09 13:03:00,2010-12-09 13:03:00,73,True
538037,2,2,1,5,5,10,5,5,2010-12-09 13:05:00,2010-12-09 13:05:00,5,True
538040,2,2,1,60,60,120,60,60,2010-12-09 13:08:00,2010-12-09 13:08:00,60,True
538044,2,2,1,3,3,6,3,3,2010-12-09 13:11:00,2010-12-09 13:11:00,3,True
538048,2,2,1,2,2,4,2,2,2010-12-09 13:14:00,2010-12-09 13:14:00,2,True
538049,2,2,1,5,5,10,5,5,2010-12-09 13:21:00,2010-12-09 13:21:00,5,True
538050,2,2,1,1,1,2,1,1,2010-12-09 13:22:00,2010-12-09 13:22:00,1,True
538051,2,2,1,28,28,56,26,26,2010-12-09 13:24:00,2010-12-09 13:24:00,28,True
538053,2,2,1,30,30,60,30,30,2010-12-09 13:34:00,2010-12-09 13:34:00,30,True
538056,2,2,1,24,24,48,24,24,2010-12-09 13:34:00,2010-12-09 13:34:00,24,True
538057,2,2,1,11,11,22,11,11,2010-12-09 13:38:00,2010-12-09 13:38:00,11,True
538060,2,2,1,1,1,2,1,1,2010-12-09 13:39:00,2010-12-09 13:39:00,1,True
538063,2,2,1,1,1,2,1,1,2010-12-09 13:44:00,2010-12-09 13:44:00,1,True
538064,2,2,1,24,24,48,24,24,2010-12-09 13:47:00,2010-12-09 13:47:00,24,True
538065,2,2,1,23,23,46,23,23,2010-12-09 13:57:00,2010-12-09 13:57:00,23,True
538067,2,2,1,26,26,52,26,26,2010-12-09 13:59:00,2010-12-09 13:59:00,26,True
538068,2,2,1,12,12,24,12,12,2010-12-09 14:05:00,2010-12-09 14:05:00,12,True
538069,2,2,1,66,66,132,64,64,2010-12-09 14:08:00,2010-12-09 14:08:00,66,True
538070,2,2,1,5,5,10,5,5,2010-12-09 14:08:00,2010-12-09 14:08:00,5,True
538071,2,2,1,650,650,1300,647,647,2010-12-09 14:09:00,2010-12-09 14:09:00,650,True
538073,2,2,1,10,10,20,10,10,2010-12-09 14:10:00,2010-12-09 14:10:00,10,True
538076,2,2,1,14,14,28,14,14,2010-12-09 14:15:00,2010-12-09 14:15:00,14,True
538077,2,2,1,48,48,96,46,46,2010-12-09 14:19:00,2010-12-09 14:19:00,48,True
538078,2,2,1,26,26,52,26,26,2010-12-09 14:25:00,2010-12-09 14:25:00,26,True
538079,2,2,1,17,17,34,17,17,2010-12-09 14:27:00,2010-12-09 14:27:00,17,True
538080,2,2,1,9,9,18,9,9,2010-12-09 14:28:00,2010-12-09 14:28:00,9,True
538086,2,2,1,38,38,76,38,38,2010-12-09 14:44:00,2010-12-09 14:44:00,38,True
538087,2,2,1,4,4,8,4,4,2010-12-09 14:44:00,2010-12-09 14:44:00,4,True
538093,2,2,1,32,32,64,32,32,2010-12-09 14:49:00,2010-12-09 14:49:00,32,True
538094,2,2,1,11,11,22,11,11,2010-12-09 14:50:00,2010-12-09 14:50:00,11,True
538095,2,2,1,40,40,80,40,40,2010-12-09 14:55:00,2010-12-09 14:55:00,40,True
538096,2,2,1,3,3,6,3,3,2010-12-09 14:55:00,2010-12-09 14:55:00,3,True
538097,2,2,1,15,15,30,15,15,2010-12-09 14:56:00,2010-12-09 14:56:00,15,True
538101,2,2,1,1,1,2,1,1,2010-12-09 15:01:00,2010-12-09 15:01:00,1,True
538104,2,2,1,26,26,52,26,26,2010-12-09 15:16:00,2010-12-09 15:16:00,26,True
538106,2,2,1,13,13,26,13,13,2010-12-09 15:20:00,2010-12-09 15:20:00,13,True
538107,2,2,1,9,9,18,9,9,2010-12-09 15:21:00,2010-12-09 15:21:00,9,True
538108,2,2,1,17,17,34,17,17,2010-12-09 15:23:00,2010-12-09 15:23:00,17,True
538113,2,2,1,16,16,32,16,16,2010-12-09 15:29:00,2010-12-09 15:29:00,16,True
538116,2,2,1,18,18,36,18,18,2010-12-09 15:32:00,2010-12-09 15:32:00,18,True
538117,2,2,1,3,3,6,3,3,2010-12-09 15:33:00,2010-12-09 15:33:00,3,True
538120,2,2,1,2,2,4,2,2,2010-12-09 15:35:00,2010-12-09 15:35:00,2,True
538125,2,2,1,2,2,4,2,2,2010-12-09 15:46:00,2010-12-09 15:46:00,2,True
538126,2,2,1,12,12,24,11,11,2010-12-09 15:50:00,2010-12-09 15:50:00,12,True
538127,2,2,1,2,2,4,2,2,2010-12-09 15:53:00,2010-12-09 15:53:00,2,True
538145,2,2,1,23,23,46,23,23,2010-12-09 16:08:00,2010-12-09 16:08:00,23,True
538146,2,2,1,21,21,42,21,21,2010-12-09 16:10:00,2010-12-09 16:10:00,21,True
538148,2,2,1,110,110,220,110,110,2010-12-09 16:26:00,2010-12-09 16:26:00,110,True
538149,2,2,1,112,112,224,112,112,2010-12-09 16:27:00,2010-12-09 16:27:00,112,True
538151,2,2,1,5,5,10,5,5,2010-12-09 16:28:00,2010-12-09 16:28:00,5,True
538153,2,2,1,120,120,240,120,120,2010-12-09 16:31:00,2010-12-09 16:31:00,120,True
538154,2,2,1,20,20,40,20,20,2010-12-09 16:35:00,2010-12-09 16:35:00,20,True
538155,2,2,1,33,33,66,33,33,2010-12-09 16:52:00,2010-12-09 16:52:00,33,True
538156,2,2,1,37,37,74,37,37,2010-12-09 16:53:00,2010-12-09 16:53:00,37,True
538157,2,2,1,12,12,24,12,12,2010-12-09 16:57:00,2010-12-09 16:57:00,12,True
538163,2,2,1,46,46,92,45,45,2010-12-09 17:27:00,2010-12-09 17:27:00,46,True
538165,2,2,1,3,3,6,3,3,2010-12-09 17:34:00,2010-12-09 17:34:00,3,True
538166,2,2,1,16,16,32,16,16,2010-12-09 18:09:00,2010-12-09 18:09:00,16,True
538167,2,2,1,25,25,50,25,25,2010-12-09 18:58:00,2010-12-09 18:58:00,25,True
538168,2,2,1,29,29,58,29,29,2010-12-09 19:23:00,2010-12-09 19:23:00,29,True
538169,2,2,1,13,13,26,13,13,2010-12-09 19:28:00,2010-12-09 19:28:00,13,True
538170,2,2,1,25,25,50,25,25,2010-12-09 19:32:00,2010-12-09 19:32:00,25,True
538171,2,2,1,65,65,130,65,65,2010-12-09 20:01:00,2010-12-09 20:01:00,65,True
