Invoice,Fingerprint,TransactionCopies,SourceSheetCount,RowsPerCopy,UniqueItemsPerCopy,InvoiceStart,InvoiceEnd,RedundantTransactionCopies,RedundantRows
537026,fb7dcd7958a318305909e7ea51923c67dab211e25f2d08b6db773b5fc80817d9,2,2,11,11,2010-12-03 16:35:00,2010-12-03 16:35:00,1,11
537030,918ba66fadd0627cceb7852fc51d51480751ecb2b4d610aec7fade52023cffe1,2,2,13,13,2010-12-03 16:44:00,2010-12-03 16:44:00,1,13
537031,0b66c6350fffa826c1980937b115b4d79d9ab0791af83e9e97d4d175abf95652,2,2,6,6,2010-12-03 16:45:00,2010-12-03 16:45:00,1,6
537034,e48df845ba83b309ef23b8132c2186c7a019c0affebebf12e05d9b67625502a6,2,2,73,73,2010-12-03 17:20:00,2010-12-03 17:20:00,1,73
537035,b066e813bb5b60ac2dcda91b3eece05d72a9f56bd61577537c5d35d70c79a774,2,2,1,1,2010-12-03 17:21:00,2010-12-03 17:21:00,1,1
537036,a6fff8740986c6b888c187ed742cfaea64d1514dde78e874c6ec0f42ceed6781,2,2,31,31,2010-12-03 17:28:00,2010-12-03 17:28:00,1,31
537037,1f90eb79779ca8aca03e90448355567b1ee3e2cf95c26eb3402c5a665ffe3181,2,2,11,11,2010-12-05 10:03:00,2010-12-05 10:03:00,1,11
537038,b4f5ad3ed483b088135145fe16542dd695a177b572d2819d67eb0a04140718a6,2,2,7,7,2010-12-05 10:12:00,2010-12-05 10:12:00,1,7
537040,629356f45c12df3a12f5588bcdd7f7ffbe82c6e0eb069283a4d08bd553baf53d,2,2,2,2,2010-12-05 10:27:00,2010-12-05 10:27:00,1,2
537041,f2fdcd80f81f8db6fa9ac3c091473797aee330b56fa492b50aa5ab657c876a06,2,2,26,26,2010-12-05 10:36:00,2010-12-05 10:36:00,1,26
537042,4aeda6bec03e06cf2080477d3853bdf8737ec1832cc17078a68c15123ac804f2,2,2,49,48,2010-12-05 10:45:00,2010-12-05 10:45:00,1,49
537044,383fa77786f45b5f15f44b6250c7dff4a37262120d2cc9e164c97a67bdb538ef,2,2,19,19,2010-12-05 10:52:00,2010-12-05 10:52:00,1,19
537045,ec222d9d30ad532e42cde4dd2eb93aad249823d4fc83da59e22e6694822b0727,2,2,32,30,2010-12-05 10:54:00,2010-12-05 10:54:00,1,32
537046,9d709617164daf18bdb98b7a209aab9de2d544429ee191dcac6783fc7c02404e,2,2,14,14,2010-12-05 10:58:00,2010-12-05 10:58:00,1,14
537047,db475150410b4da25528a04acc7dddb8fec1f857ca55b80b955e53e4ae5e068e,2,2,41,41,2010-12-05 11:02:00,2010-12-05 11:02:00,1,41
537048,de175cbb0fdfccb2108f2073309fa6a70e42a1579cb8fe116b0e713e4aec5104,2,2,2,2,2010-12-05 11:03:00,2010-12-05 11:03:00,1,2
537049,f5cb2044057307637234ff6aef76ad01b8bcae90c7da421b82720c7c79ea546f,2,2,14,14,2010-12-05 11:04:00,2010-12-05 11:04:00,1,14
537050,456f00cd7267fe4c8064bcc0df5e525f4260b333e5b043aaad370d2bc93d66ac,2,2,51,51,2010-12-05 11:10:00,2010-12-05 11:10:00,1,51
537051,25eff76b4f0cbba1ec80f1a09f92541eff040eade57a513e4fba8939db2e2f6e,2,2,37,31,2010-12-05 11:12:00,2010-12-05 11:12:00,1,37
537052,7984e3bbbacb961d5083fb1e6e1ad0123e0b0f86ad4c2c82e8eb42ef64b9494d,2,2,5,5,2010-12-05 11:15:00,2010-12-05 11:15:00,1,5
537053,923b2a148fb92050df4b03398637011474bade448bd6a87446ad2cbf3f890f7f,2,2,3,3,2010-12-05 11:38:00,2010-12-05 11:38:00,1,3
537054,b3c20526f3d311419f3b19add0cb304c0440f3149a87ed18f483ed35f5dadfa1,2,2,41,40,2010-12-05 11:40:00,2010-12-05 11:40:00,1,41
537055,aea13cb905508a2cc0ba830101fbbe034082b9a68ebce42e0041c5894fcfb18c,2,2,15,15,2010-12-05 11:45:00,2010-12-05 11:45:00,1,15
537057,08d475b66cf416e6d78b7b7a3282357079fbf4fe53dcc19238e0f1222488ed7e,2,2,51,49,2010-12-05 11:49:00,2010-12-05 11:49:00,1,51
537058,9cefd8b9ca0fc33f8fb3a05573e2ae196bcc8aa819a7b70301a9e0b9db69e791,2,2,12,12,2010-12-05 11:51:00,2010-12-05 11:51:00,1,12
537059,e1c0b3118fc8b9e14f723d3cce37ae937d30f82a8a56fe0f58fc99e03fe953f0,2,2,23,20,2010-12-05 11:54:00,2010-12-05 11:54:00,1,23
537065,1fac4fba90fb5f656301b9e308d178717c7936af86ab150dda165c9f3aeb6aaf,2,2,62,62,2010-12-05 11:57:00,2010-12-05 11:57:00,1,62
537067,e2094be114730dfd555ccb47343641ef91eb3fcd599e161f28517b2d77cc14c2,2,2,6,6,2010-12-05 11:57:00,2010-12-05 11:57:00,1,6
537077,57d94fc4a9a6acee18c69998883dda62c56998d5cb40031745dc621018d38e05,2,2,25,25,2010-12-05 11:59:00,2010-12-05 11:59:00,1,25
537081,00861d209ea11486122bce3dfeba17e45e6ada2bc7f76bf710a1118f2199a71a,2,2,25,25,2010-12-05 12:00:00,2010-12-05 12:00:00,1,25
537086,00a9ca13df936af0143cbf265f8575c6584e8a3702a946fd90b1a3f06fc709fe,2,2,8,8,2010-12-05 12:01:00,2010-12-05 12:01:00,1,8
537090,029d2b57219987b50278ccfe882ab83effe79b2c9ef08531e9b0043f19fe3bce,2,2,1,1,2010-12-05 12:02:00,2010-12-05 12:02:00,1,1
537111,7c20b25a22c2194684b7d8fb4973e1941d2139870a8ba77b331966b803489368,2,2,22,22,2010-12-05 12:08:00,2010-12-05 12:08:00,1,22
537117,8fb5834180ba2242017652b8388eaa37a1b31fe71c01a7b083f3947acdfdf90d,2,2,1,1,2010-12-05 12:09:00,2010-12-05 12:09:00,1,1
537126,ee100b139df278a5cf6bcb44c8a4fea931462e6f720f277e27856f72ae10d47d,2,2,117,116,2010-12-05 12:13:00,2010-12-05 12:13:00,1,117
537127,04dbff8b46b40fa22cc7a28dae44fb66d0fe6b3a7de19cb108093a2ae888d52b,2,2,2,2,2010-12-05 12:13:00,2010-12-05 12:13:00,1,2
537128,3975070cafeccdbf3a132ab91c35e73cf680a167adba30739dc3ed964be5f150,2,2,23,23,2010-12-05 12:15:00,2010-12-05 12:15:00,1,23
537129,3d9dc9b2f412dfcee18a3220ee5d3daa04cc3cd77b80b1729ad0910a98ed9828,2,2,17,17,2010-12-05 12:15:00,2010-12-05 12:15:00,1,17
537130,a08cfed039a335252a0f3a7febec249e9a2ffe6242fb9195d6033fead1db5630,2,2,19,19,2010-12-05 12:23:00,2010-12-05 12:23:00,1,19
537131,7611fc09d165a9411adebc0fd43e2ce6f0bac86b2c8f40c4aff52928f55a4985,2,2,37,35,2010-12-05 12:26:00,2010-12-05 12:26:00,1,37
537133,cf2dc420473775d33443f99e310c5dc81360338718432f98dc9972d785d6ad58,2,2,50,50,2010-12-05 12:29:00,2010-12-05 12:29:00,1,50
537134,332b4439bd70afac48cefde9f825c4794900d64fbec918f0344deda0405b9837,2,2,9,9,2010-12-05 12:34:00,2010-12-05 12:34:00,1,9
537135,c550b3810d63d13a28e14df7405037b70f01e3aa3dda4fdd20d97ce5e1ef7565,2,2,117,115,2010-12-05 12:35:00,2010-12-05 12:35:00,1,117
537136,bf571d6f5b75e03d94ae047496c55a2214adf0c1414c03f3ad6ea5168378e0d0,2,2,34,34,2010-12-05 12:42:00,2010-12-05 12:42:00,1,34
537137,82bd318e00307cf6504c458bdc4a67ec4da6e5ec51fab7aeb98faf9c7fb84d9f,2,2,65,65,2010-12-05 12:43:00,2010-12-05 12:43:00,1,65
537138,0466d0e042ce533a019fbcc741b172b8a054d6b4b7320d32df25340644028e83,2,2,33,33,2010-12-05 12:44:00,2010-12-05 12:44:00,1,33
537139,5d850e92cd8603da45f22e2840f2aee628f98c34b952d43504ea3e068b6150f3,2,2,3,3,2010-12-05 12:47:00,2010-12-05 12:47:00,1,3
537140,c95be20847f029e015e99600c7ff86fe246e887220a29e41d26c3b1f92995bd6,2,2,34,32,2010-12-05 12:53:00,2010-12-05 12:53:00,1,34
537141,46ff20e9481d5ce120788c6a5ad6138a752c4396850a8727e5763d510c992e44,2,2,44,37,2010-12-05 12:57:00,2010-12-05 12:57:00,1,44
537142,0f1d0f47a044e8f314117ae3e9e53de99f64ebd390ee6f1b87957bc3a7398c81,2,2,15,15,2010-12-05 12:57:00,2010-12-05 12:57:00,1,15
537144,13f773f8b8976b3e27238845c6993bdbfd5be02cfb6ccddd22123353ee86e83f,2,2,96,95,2010-12-05 13:00:00,2010-12-05 13:00:00,1,96
537153,f34f74adec3a2468988e450f2311d80f05ddd43ade174587f2ebe970ac4ca7c9,2,2,44,41,2010-12-05 13:03:00,2010-12-05 13:03:00,1,44
537154,ee7f26e5324bb39d46680f85a04cd822071dc80ad4183b72fa31389b0b1ddaae,2,2,55,54,2010-12-05 13:05:00,2010-12-05 13:05:00,1,55
537155,dcb61ab9ba9a33e2272a97bdf3df71b9405594d36fd3e808d89d86542d16d614,2,2,30,30,2010-12-05 13:05:00,2010-12-05 13:05:00,1,30
537156,236d0484f6fdd5cc069af70503016ce5499773d751c2e2f8cbd766657219051c,2,2,17,17,2010-12-05 13:08:00,2010-12-05 13:08:00,1,17
537158,1496b954882a59a69b23c8296bf2e165f151ade1c4a3ffc87b9eb6d745795520,2,2,10,10,2010-12-05 13:10:00,2010-12-05 13:10:00,1,10
537159,96afcbd3a064bfcd2441444fac015a17a562168ce24da6eddc5b9e4b4e20b2f7,2,2,28,28,2010-12-05 13:17:00,2010-12-05 13:17:00,1,28
537160,08fc4d25973e1fa0de8c361dfd92cbceb52651df8c459487713caf803cd94fb0,2,2,26,26,2010-12-05 13:18:00,2010-12-05 13:18:00,1,26
537163,114abdddd97b9d47ee0159d3e5f6e11171e918cdb71d2b42687e339528b0fb13,2,2,21,21,2010-12-05 13:21:00,2010-12-05 13:21:00,1,21
537176,dc93614baa96898ff6e0f9d70f98d7fb123aca3098b8e49ac083ff7fdfb36a69,2,2,20,19,2010-12-05 13:26:00,2010-12-05 13:26:00,1,20
537179,d2b568ac87464cf10e9204ab2ae0afa076e0ae4804cfe71d95846e7cd4637ad2,2,2,13,13,2010-12-05 13:29:00,2010-12-05 13:29:00,1,13
537192,e41a9867afce1a12ed45255d12b326fd95d5be15de5ba8fd4b8570fd2b7493bc,2,2,54,53,2010-12-05 13:42:00,2010-12-05 13:42:00,1,54
537193,1577feec9067c265f6cec43d7f65b373ecd912dd67b620e9dd9c27b5a689ea9b,2,2,34,32,2010-12-05 13:49:00,2010-12-05 13:49:00,1,34
537194,a89b5d8a6cc70fba1f0495bd8ca7056210506a7a9d5250ee2225739cf1bc9292,2,2,1,1,2010-12-05 13:53:00,2010-12-05 13:53:00,1,1
537195,e16650a545488bc851afc913cd10a57219710579d784e88cc6133c8e6c41b463,2,2,32,32,2010-12-05 13:55:00,2010-12-05 13:55:00,1,32
537196,7e5a3554ea67c8507afebf00ef4f8283520003890a28a75bcc67d0d040c47ea1,2,2,76,74,2010-12-05 13:55:00,2010-12-05 13:55:00,1,76
537197,f5fe712262dd7a2bd4d8a6d1145ceb503541a96171c3c8c4a51cb32692659c95,2,2,15,15,2010-12-05 14:02:00,2010-12-05 14:02:00,1,15
537198,4fc67868a0cb6115ac80b2f114446aa8722b974b59bcae696be888cb2e4a7a80,2,2,1,1,2010-12-05 14:03:00,2010-12-05 14:03:00,1,1
537199,51f6eaca51ecd985d5140f9cd25a33b694b38ca93707d27a80f1dc60e2585d4e,2,2,33,31,2010-12-05 14:06:00,2010-12-05 14:06:00,1,33
537200,e89f68daa887f6d586df10a414a606bb7b843fbdf7f5ae7c80bfee77c1615759,2,2,28,28,2010-12-05 14:17:00,2010-12-05 14:17:00,1,28
537201,0c5ac9c0ec58dd55c863f8c4c9ea0fc9360e3756d62213bedfa21ad525df851e,2,2,69,69,2010-12-05 14:19:00,2010-12-05 14:19:00,1,69
537202,914c2eceef569742586123208a8e2e6f320a4dfdb2d1bc9456edab24ec439396,2,2,45,43,2010-12-05 14:25:00,2010-12-05 14:25:00,1,45
537204,1793b3c3eaaeb1206a92ddb1643885d67370aa6b807c8469186b61613fd98f0f,2,2,32,32,2010-12-05 14:45:00,2010-12-05 14:45:00,1,32
537205,8b4e5e914867ef71624c4e1ceebf7b714cbfffa649edcc296bb8d4b86eefde3e,2,2,11,11,2010-12-05 14:52:00,2010-12-05 14:52:00,1,11
537206,f8a0f35c3cbf9df0241246fc6dbc351727359c049c5f40e18a63267b235481e7,2,2,4,4,2010-12-05 15:02:00,2010-12-05 15:02:00,1,4
537207,abe2e637f15df8882f16ada6c827c85c86904cb0fdf7189ac7c496501e8ee2e3,2,2,23,23,2010-12-05 15:06:00,2010-12-05 15:06:00,1,23
537208,7fd4d9965c95b002c036b5666879de42aa7be63467a5930f5f0f7d15bbfff4e9,2,2,58,56,2010-12-05 15:12:00,2010-12-05 15:12:00,1,58
537209,1ffb98d604665cde9b6ee787cf9fec35c7d51e2f1f62e8edb2dfe8e1a699bf4e,2,2,42,41,2010-12-05 15:12:00,2010-12-05 15:12:00,1,42
537210,52c81a41cdd601d0a33b13f28da017345aa7fbe379f9a7dec05ffbfa7aa8a3a5,2,2,15,15,2010-12-05 15:15:00,2010-12-05 15:15:00,1,15
537211,5450c8a53b9d7cfc93da92f681d7a1ba2a9f5877de842257e9ab40ffd2eba015,2,2,16,16,2010-12-05 15:18:00,2010-12-05 15:18:00,1,16
537212,95a9809e1f1af75f8801acb17b3d1d7f03437afb972fd6a818b99f46491c3e03,2,2,29,29,2010-12-05 15:21:00,2010-12-05 15:21:00,1,29
537213,578a28b33d06db09e910596abea30046e55af231300027bf0aa8b052d14f5369,2,2,6,6,2010-12-05 15:26:00,2010-12-05 15:26:00,1,6
537214,c3518499d25aae3fccaaa78d2046e12436443d6be92bc0f9940328de9e3736cf,2,2,13,13,2010-12-05 15:35:00,2010-12-05 15:35:00,1,13
537215,2aabc6a2015361f6b5ef7c9b57265374a9f0cae11fc27b39fb5274a0c9f82114,2,2,7,7,2010-12-05 15:38:00,2010-12-05 15:38:00,1,7
537216,cbd8013e718e7550b58aa4910ab7c9839bb72b5734067faa64317f6aaf1543d6,2,2,18,18,2010-12-05 15:40:00,2010-12-05 15:40:00,1,18
537217,80600ce41575b1d9850597e24bf32887663477be3782c86f7c19b574af4dfc4a,2,2,4,4,2010-12-05 15:40:00,2010-12-05 15:40:00,1,4
537218,fb8d7825a90b42c7e8e06008fdc144b4362b0efad9ace90768f87d3c02fc215f,2,2,16,16,2010-12-05 15:46:00,2010-12-05 15:46:00,1,16
537219,c4e61cf2dda3be5a2a0462966d61c93092283a6cf7ec8b9f7607f54ec824aac5,2,2,69,67,2010-12-05 15:47:00,2010-12-05 15:47:00,1,69
537220,9f5aadd7cef54c4003935ca64d79fe05ab1b8744ff6adfef5eecefa47a8e4de7,2,2,1,1,2010-12-05 15:49:00,2010-12-05 15:49:00,1,1
537221,24a54b1151c3ff9c9497deac9ed36897fdbbb8ff37218e7a26857cc1ba55ae60,2,2,7,7,2010-12-05 15:54:00,2010-12-05 15:54:00,1,7
537222,225d9bc273e95232f23ab4b24efa3488fab7a7d9a9ab20dbafdd9b5139c0fe32,2,2,25,25,2010-12-05 16:00:00,2010-12-05 16:00:00,1,25
537223,b162721bcf9fdc5c36b2972842b2b2775ed0c2d026978cac6b3bf43f801e7359,2,2,9,9,2010-12-05 16:10:00,2010-12-05 16:10:00,1,9
537224,6b0543d76f8a05c77ea32809ef4aa603568aea1899a4cdf310de3347e4493789,2,2,152,122,2010-12-05 16:24:00,2010-12-05 16:24:00,1,152
537225,f70dec9385cac31829938d9bb4a6b754a44d640df47cc396050a92dfe038c35b,2,2,62,59,2010-12-05 16:41:00,2010-12-05 16:41:00,1,62
537226,1ddea5ec691f8bb5a5a0e64641520adb9f57719953c4740b3d49fd1c1beae9a9,2,2,9,9,2010-12-06 08:34:00,2010-12-06 08:34:00,1,9
537227,576cf670b9d09c87e40d1c0feae90abc4c859f6de651aebb1c403070b25112b3,2,2,20,20,2010-12-06 08:42:00,2010-12-06 08:42:00,1,20
537228,e2dd401ade7097b91b97e6263af08b5869d3a3f7bbdca9b20ed38b5faed6e2cb,2,2,1,1,2010-12-06 08:43:00,2010-12-06 08:43:00,1,1
537229,326093bdb6eb81676ce9a0df54e7e9010b3f11b34a9de86abdfca86e2ff34b4e,2,2,1,1,2010-12-06 08:44:00,2010-12-06 08:44:00,1,1
537230,73f22cacbd7e24637fd56b4551e3b36c78fb439696f5a3215ef380c0ab045c33,2,2,1,1,2010-12-06 09:20:00,2010-12-06 09:20:00,1,1
537231,44b21d2ddbaf1b8cac8cb02228f515126e84e291dac3b360df43e78d08c5e064,2,2,18,18,2010-12-06 09:21:00,2010-12-06 09:21:00,1,18
537233,f1b8370df44e0e9101fff5eaf989a3f4dbaa621c3ce5e128ab408a683ff6902e,2,2,9,9,2010-12-06 09:37:00,2010-12-06 09:37:00,1,9
537235,379e778ab30102c7a28be122d9672f700257d0fa159e65bafebe2ac09146a921,2,2,5,5,2010-12-06 09:45:00,2010-12-06 09:45:00,1,5
537236,1405f64f5f1c747aa0ce770f9c0df223b7b80e57025af4b053a8954d42d622c6,2,2,10,9,2010-12-06 09:52:00,2010-12-06 09:52:00,1,10
537237,24bff983a1151ca8f6b681cb4965f83f246f1ed709ab189c879da23ff585b560,2,2,596,594,2010-12-06 09:58:00,2010-12-06 09:58:00,1,596
537238,bdaac42c3c05736e213219ca737a2ba32a6577396a57d826b1b2da0174a7250d,2,2,15,15,2010-12-06 10:03:00,2010-12-06 10:03:00,1,15
537239,1b6548be2c3a84c5e4e1866a80cf6bf4924e69ae9448175d4a3b1dccb28f69d8,2,2,13,13,2010-12-06 10:05:00,2010-12-06 10:05:00,1,13
537240,6f7008a6a668340a465517556e619e037cf0f6eb9a2b14e2b8fbafb75685bf36,2,2,567,567,2010-12-06 10:08:00,2010-12-06 10:08:00,1,567
537241,466015f99fe5ebd9816528ff6b2b3c1d5529fbe7d10bad26fd281234d66674cf,2,2,15,15,2010-12-06 10:18:00,2010-12-06 10:18:00,1,15
537242,eb876f03288839559fb2e26689731e8226041fa55670da384eeb8ef03489d612,2,2,29,29,2010-12-06 10:19:00,2010-12-06 10:19:00,1,29
537243,99bac31e4bf451c58238df228967bb10914914d439ea612b6c2882e4702eddc2,2,2,2,2,2010-12-06 10:19:00,2010-12-06 10:19:00,1,2
537244,d40be54aacc911b967293bd7b78a938cf636ef92b45c5ae582ff5da789c8e26a,2,2,11,11,2010-12-06 10:20:00,2010-12-06 10:20:00,1,11
537245,e20b0c7e938ecdf2dd7ce2b0a2ed395f5d8ab9dcc4709e1a4adfffaa6a9584cb,2,2,3,3,2010-12-06 10:24:00,2010-12-06 10:24:00,1,3
537246,f2abcc4a9272001a14371b8811914da3a2276773f90cb4b04a964a8b831b84cb,2,2,6,6,2010-12-06 10:27:00,2010-12-06 10:27:00,1,6
537247,5656614d21c1cf1f7ef3df300b2efd991049bca2b766d4026b5384c38a98766d,2,2,3,3,2010-12-06 10:34:00,2010-12-06 10:34:00,1,3
537248,31e06e2333d5c0f48d091212a857e7bc349ebb33eced0bf62f63781a71fc26f8,2,2,4,4,2010-12-06 10:36:00,2010-12-06 10:36:00,1,4
537249,c0823f4e9b4e407a7a9c1e45499b13c1e1aa914791cae794375ff31e9b55b386,2,2,1,1,2010-12-06 10:38:00,2010-12-06 10:38:00,1,1
537250,8985c15d6b06962eb43915f8c65a1096071c0915b4ab37e9b6cecf2645ed1964,2,2,13,13,2010-12-06 10:43:00,2010-12-06 10:43:00,1,13
537252,9dff186345d0f0328646a8851cafd4f9657057b0d7a52ece8a30b0bc985a3ecb,2,2,1,1,2010-12-06 10:46:00,2010-12-06 10:46:00,1,1
537253,1ef1bb814c0194698953d719c7370fb43f34182aeaa11fd94d04a575c1b188b9,2,2,24,23,2010-12-06 10:53:00,2010-12-06 10:53:00,1,24
537254,bdfae040ea3bf56d7da4a3e6077cf287c043fa6d54029d0b70697ef628cfcf5a,2,2,57,55,2010-12-06 11:01:00,2010-12-06 11:01:00,1,57
537255,9b37b666cbad62a9f60510628ab0a806d422e91787ad5893e595d66488a7fe0b,2,2,20,20,2010-12-06 11:03:00,2010-12-06 11:03:00,1,20
537256,20ff09240e245cf34d0449fcb178185d7724f718e98611b31da3e4b21a573a78,2,2,11,11,2010-12-06 11:06:00,2010-12-06 11:06:00,1,11
537257,88779e994214ce374bb70966357ffbb4431399d87c3805f89a78d014fd21083f,2,2,9,9,2010-12-06 11:10:00,2010-12-06 11:10:00,1,9
537258,cec3d6de2173ad2d8889a239bae36caf71149b4738cd51035afb00768a79ea79,2,2,10,10,2010-12-06 11:16:00,2010-12-06 11:16:00,1,10
537262,ab2f4fadcd03c6be2521587515155c353ce29339e6bd508bc418a2bcf5cd6644,2,2,54,54,2010-12-06 11:26:00,2010-12-06 11:26:00,1,54
537265,0441696c61784d42eeea7c04bcb404e56e8175ff621a2a0bc63c8d4b0599f00a,2,2,39,38,2010-12-06 11:26:00,2010-12-06 11:26:00,1,39
537298,ff9db0925ae4dac7f103dc4256abf7b970bcf622de6b73e92b45af883c659ce5,2,2,9,9,2010-12-06 11:37:00,2010-12-06 11:37:00,1,9
537301,f502766cf9749ff4f587e9c9f07dfd1e80edc08b375e8c1b3b7908ebe7f4ca8d,2,2,15,14,2010-12-06 11:38:00,2010-12-06 11:38:00,1,15
537312,3c287adaca192b030cb46be5106e46675ff57e75466fe31494c97dcca7d57233,2,2,9,9,2010-12-06 11:42:00,2010-12-06 11:42:00,1,9
537313,fd4d874ce9edd3f70ef81c313f2785edb928b9e4912b238d4dcbe5a040958d82,2,2,5,5,2010-12-06 11:42:00,2010-12-06 11:42:00,1,5
537332,7946e74e9f0bcebf21e81657715423c12fd41009919f0e894e5406b3668b5c09,2,2,12,12,2010-12-06 11:58:00,2010-12-06 11:58:00,1,12
537334,45f510426a22a9a26f2cfb9813e60856f2ee2fe52c89662beb9b11965e6fa01e,2,2,44,44,2010-12-06 12:06:00,2010-12-06 12:06:00,1,44
537335,378eca31b2ecbacd7e2adc7cce6c814a2dabcb7cdaa594d47730e57f2ee55d13,2,2,23,23,2010-12-06 12:15:00,2010-12-06 12:15:00,1,23
537346,c5a5512f844cd9d8ae6d42ab2fc470db83fd4436e22022f987806680d24ecf48,2,2,34,34,2010-12-06 12:21:00,2010-12-06 12:21:00,1,34
537350,ed509b8b3668c020ac95d73f3973bb989d75a1f738949de15a0dd0fee4e54cc6,2,2,12,12,2010-12-06 12:23:00,2010-12-06 12:23:00,1,12
537351,4a280c6d7e2e88dce785f35be88dd57d0896b1fa62ad828c6fa44cf3e01c04f8,2,2,29,29,2010-12-06 12:23:00,2010-12-06 12:23:00,1,29
537354,fef149b833b0b83e9872dc555790a7381848899559a7cf2f8dfe2ceb5c5644b3,2,2,38,38,2010-12-06 12:23:00,2010-12-06 12:23:00,1,38
537359,843d70ffc1e29ed3b0df4ade4d065360a30a56c69c838a46e736a65a2856b711,2,2,10,10,2010-12-06 12:30:00,2010-12-06 12:30:00,1,10
537360,b3c7084497dae4f01d1a56ba3b34a357d6ca3e960da87b8b36bfb3f1ae7d2d0f,2,2,1,1,2010-12-06 12:31:00,2010-12-06 12:31:00,1,1
537362,5f8688f2615d0a9b2a4c1a29ab64145317e476ce84c7c063c5b8441290951279,2,2,59,56,2010-12-06 12:34:00,2010-12-06 12:34:00,1,59
537365,f492ee4025f69f6a53684a54cac01633ec6f69ea553c00c17d7dbe04de7e555d,2,2,21,21,2010-12-06 12:38:00,2010-12-06 12:38:00,1,21
537366,a3daa1fb641484335c79c1851c0faf8b94ca1c79a736a633b2dd5b3f85147720,2,2,12,12,2010-12-06 12:39:00,2010-12-06 12:39:00,1,12
537367,09765b15659dae517f8b7287d253240df31f702169f7ae2a3dab8f6f429989fa,2,2,1,1,2010-12-06 12:39:00,2010-12-06 12:39:00,1,1
537368,a00c928779d2eac539453ac57cbf85ce67a13e06995901ee9487a35987e8dfaa,2,2,14,14,2010-12-06 12:40:00,2010-12-06 12:40:00,1,14
537369,97d1f34c677e493dd883347ec92c9ba4d36de2f593c6e49a3967824d2bb879bc,2,2,52,49,2010-12-06 12:41:00,2010-12-06 12:41:00,1,52
537370,a2ff795f350704804c7033667607530c6bdfaa26262830463b36b9adf29e0be9,2,2,52,51,2010-12-06 12:44:00,2010-12-06 12:44:00,1,52
537371,078d9aaab837a04d102d39858a431f4b079b92220a17e144e739295ad6cdbc16,2,2,14,14,2010-12-06 12:47:00,2010-12-06 12:47:00,1,14
537372,d10f2ad00c94fb345c8ec3db98b9f78da990d5283cad1b475495a15a896ad5be,2,2,22,22,2010-12-06 12:52:00,2010-12-06 12:52:00,1,22
537374,87157f1e4b129597ba1ffe7c8d2361d0d8b21ee2011b59f8fbbddf6d6d4d8e38,2,2,82,74,2010-12-06 12:55:00,2010-12-06 12:55:00,1,82
537375,4064542e15853372cada1317739a3da8ea5fb0587873e62a8af3686296729900,2,2,49,48,2010-12-06 12:55:00,2010-12-06 12:55:00,1,49
537376,e2738c39a2b35cfefdb8aa571bd9db3d9abb7eca5148be2ab9d6dbb9fdb2bbc1,2,2,16,16,2010-12-06 12:59:00,2010-12-06 12:59:00,1,16
537377,aa4c6c183e42412a8de653602448de91e24b864e1c1ec75b2371227e9c66a7bc,2,2,13,13,2010-12-06 13:01:00,2010-12-06 13:01:00,1,13
537378,df198a0bad733a619cf88ccdc3b861b3902df8bd71381992dccc5e083ea3aedd,2,2,19,19,2010-12-06 13:06:00,2010-12-06 13:06:00,1,19
537380,1655d31571314de4011bf9afe669fd5cda0ccd78c0960b7477a06eacb27d2b31,2,2,2,2,2010-12-06 13:12:00,2010-12-06 13:12:00,1,2
537381,ec2cb147d88224998b5eb3e34431107e4ae9796add62903466e24b49b506d007,2,2,24,24,2010-12-06 13:13:00,2010-12-06 13:13:00,1,24
537382,8076652ed3c0dfc5cbf606dbadb7c769e63f0a089e5b345263794899054b43b4,2,2,54,53,2010-12-06 13:13:00,2010-12-06 13:13:00,1,54
537384,4ff78a2750ba973ed631843771b4c6925522e205a6949d597b6a6e8ca31ed30a,2,2,5,5,2010-12-06 13:21:00,2010-12-06 13:21:00,1,5
537385,cbce5f4175f27715a00e74f95b17c99a76b8d52803372dda13c796861ad33e4f,2,2,13,13,2010-12-06 13:22:00,2010-12-06 13:22:00,1,13
537386,6505021a3ebdd7561ebd88a0df47880133a7bf5b408d4cf7c45518abbc4f9969,2,2,1,1,2010-12-06 13:32:00,2010-12-06 13:32:00,1,1
537387,36aa7c25dcbc104635c496016dab68477c03bfdd4f31c18600fec06d5f38529d,2,2,14,14,2010-12-06 13:34:00,2010-12-06 13:34:00,1,14
537388,2652b4f11814a4e720cb1f85bffba78e04f1527f120c9cf99eadfddab4d23bd1,2,2,18,18,2010-12-06 13:35:00,2010-12-06 13:35:00,1,18
537389,686f9279fb39f180cc4063453e859366530a361e8619df412eaf6403315f51ab,2,2,19,19,2010-12-06 13:41:00,2010-12-06 13:41:00,1,19
537390,b575b700e25b26ea84598ff24e0ac941e34c6967bc930c92dc914437bd2e79b6,2,2,8,8,2010-12-06 13:47:00,2010-12-06 13:47:00,1,8
537391,7c4362a907ab9ae70a936c51e9d51ce22d19794dbb0f2dbd3330e24ec59bd25a,2,2,48,48,2010-12-06 13:53:00,2010-12-06 13:53:00,1,48
537392,652f03cedaa7a29908bb807ced4eed4b4fd06d5e3632139538c4c269175c4d8e,2,2,23,23,2010-12-06 13:58:00,2010-12-06 13:58:00,1,23
