RowIndex,TransactionID
16812,Year 2009-2010::529365
16813,Year 2009-2010::529366
16814,Year 2009-2010::529367
16815,Year 2009-2010::529368
16816,Year 2009-2010::529502
16817,Year 2009-2010::529503
16818,Year 2009-2010::529504
16819,Year 2009-2010::529505
16820,Year 2009-2010::529507
16821,Year 2009-2010::529508
16822,Year 2009-2010::529509
16823,Year 2009-2010::529510
16824,Year 2009-2010::529511
16825,Year 2009-2010::529512
16826,Year 2009-2010::529513
16827,Year 2009-2010::529514
16828,Year 2009-2010::529515
16829,Year 2009-2010::529516
16830,Year 2009-2010::529517
16831,Year 2009-2010::529518
16832,Year 2009-2010::529520
16833,Year 2009-2010::529522
16834,Year 2009-2010::529524
16835,Year 2009-2010::529526
16836,Year 2009-2010::529528
16837,Year 2009-2010::529529
16838,Year 2009-2010::529531
16839,Year 2009-2010::529532
16840,Year 2009-2010::529537
16841,Year 2009-2010::529544
16842,Year 2009-2010::529546
16843,Year 2009-2010::529547
16844,Year 2009-2010::529553
16845,Year 2009-2010::529554
16846,Year 2009-2010::529557
16847,Year 2009-2010::529559
16848,Year 2009-2010::529567
16849,Year 2009-2010::529569
16850,Year 2009-2010::529573
16851,Year 2009-2010::529582
16852,Year 2009-2010::529585
16853,Year 2009-2010::529586
16854,Year 2009-2010::529587
16855,Year 2009-2010::529588
16856,Year 2009-2010::529589
16857,Year 2009-2010::529590
16858,Year 2009-2010::529591
16859,Year 2009-2010::529592
16860,Year 2009-2010::529593
16861,Year 2009-2010::529594
16862,Year 2009-2010::529595
16863,Year 2009-2010::529596
16864,Year 2009-2010::529597
16865,Year 2009-2010::529598
16866,Year 2009-2010::529599
16867,Year 2009-2010::529600
16868,Year 2009-2010::529601
16869,Year 2009-2010::529602
16870,Year 2009-2010::529603
16871,Year 2009-2010::529604
16872,Year 2009-2010::529605
16873,Year 2009-2010::529607
16874,Year 2009-2010::529608
16875,Year 2009-2010::529609
16876,Year 2009-2010::529610
16877,Year 2009-2010::529611
16878,Year 2009-2010::529613
16879,Year 2009-2010::529614
16880,Year 2009-2010::529615
16881,Year 2009-2010::529616
16882,Year 2009-2010::529617
16883,Year 2009-2010::529618
16884,Year 2009-2010::529619
16885,Year 2009-2010::529620
16886,Year 2009-2010::529621
16887,Year 2009-2010::529622
16888,Year 2009-2010::529623
16889,Year 2009-2010::529624
16890,Year 2009-2010::529625
16891,Year 2009-2010::529626
16892,Year 2009-2010::529627
16893,Year 2009-2010::529628
16894,Year 2009-2010::529629
16895,Year 2009-2010::529630
16896,Year 2009-2010::529646
16897,Year 2009-2010::529656
16898,Year 2009-2010::529676
16899,Year 2009-2010::529690
16900,Year 2009-2010::529694
16901,Year 2009-2010::529701
16902,Year 2009-2010::529709
16903,Year 2009-2010::529710
16904,Year 2009-2010::529712
16905,Year 2009-2010::529714
16906,Year 2009-2010::529715
16907,Year 2009-2010::529716
16908,Year 2009-2010::529717
16909,Year 2009-2010::529718
16910,Year 2009-2010::529719
16911,Year 2009-2010::529720
16912,Year 2009-2010::529721
16913,Year 2009-2010::529723
16914,Year 2009-2010::529727
16915,Year 2009-2010::529728
16916,Year 2009-2010::529739
16917,Year 2009-2010::529742
16918,Year 2009-2010::529746
16919,Year 2009-2010::529748
16920,Year 2009-2010::529761
16921,Year 2009-2010::529762
16922,Year 2009-2010::529763
16923,Year 2009-2010::529764
16924,Year 2009-2010::529766
16925,Year 2009-2010::529767
16926,Year 2009-2010::529768
16927,Year 2009-2010::529771
16928,Year 2009-2010::529774
16929,Year 2009-2010::529785
16930,Year 2009-2010::529786
16931,Year 2009-2010::529787
16932,Year 2009-2010::529788
16933,Year 2009-2010::529789
16934,Year 2009-2010::529790
16935,Year 2009-2010::529791
16936,Year 2009-2010::529792
16937,Year 2009-2010::529793
16938,Year 2009-2010::529796
16939,Year 2009-2010::529797
16940,Year 2009-2010::529798
16941,Year 2009-2010::529799
16942,Year 2009-2010::529801
16943,Year 2009-2010::529802
16944,Year 2009-2010::529803
16945,Year 2009-2010::529804
16946,Year 2009-2010::529805
16947,Year 2009-2010::529806
16948,Year 2009-2010::529807
16949,Year 2009-2010::529808
16950,Year 2009-2010::529809
16951,Year 2009-2010::529810
16952,Year 2009-2010::529811
16953,Year 2009-2010::529812
16954,Year 2009-2010::529813
16955,Year 2009-2010::529814
16956,Year 2009-2010::529815
16957,Year 2009-2010::529816
16958,Year 2009-2010::529817
16959,Year 2009-2010::529818
16960,Year 2009-2010::529819
16961,Year 2009-2010::529820
16962,Year 2009-2010::529821
16963,Year 2009-2010::529823
16964,Year 2009-2010::529824
16965,Year 2009-2010::529826
16966,Year 2009-2010::529827
16967,Year 2009-2010::529828
16968,Year 2009-2010::529829
16969,Year 2009-2010::529830
16970,Year 2009-2010::529831
16971,Year 2009-2010::529832
16972,Year 2009-2010::529833
16973,Year 2009-2010::529834
16974,Year 2009-2010::529835
16975,Year 2009-2010::529836
16976,Year 2009-2010::529837
16977,Year 2009-2010::529838
16978,Year 2009-2010::529839
16979,Year 2009-2010::529840
16980,Year 2009-2010::529841
16981,Year 2009-2010::529842
16982,Year 2009-2010::529843
16983,Year 2009-2010::529844
16984,Year 2009-2010::529845
16985,Year 2009-2010::529846
16986,Year 2009-2010::529847
16987,Year 2009-2010::529848
16988,Year 2009-2010::529849
16989,Year 2009-2010::529850
16990,Year 2009-2010::529864
16991,Year 2009-2010::529868
16992,Year 2009-2010::529874
16993,Year 2009-2010::529888
16994,Year 2009-2010::529899
16995,Year 2009-2010::529904
16996,Year 2009-2010::529915
16997,Year 2009-2010::529924
16998,Year 2009-2010::529934
16999,Year 2009-2010::529935
17000,Year 2009-2010::529936
17001,Year 2009-2010::529937
17002,Year 2009-2010::529938
17003,Year 2009-2010::529939
17004,Year 2009-2010::529940
17005,Year 2009-2010::529941
17006,Year 2009-2010::529942
17007,Year 2009-2010::529952
17008,Year 2009-2010::529958
17009,Year 2009-2010::529970
17010,Year 2009-2010::529978
17011,Year 2009-2010::529981
17012,Year 2009-2010::529982
17013,Year 2009-2010::529983
17014,Year 2009-2010::529984
17015,Year 2009-2010::529985
17016,Year 2009-2010::529986
17017,Year 2009-2010::529987
17018,Year 2009-2010::529988
17019,Year 2009-2010::529989
17020,Year 2009-2010::529990
17021,Year 2009-2010::529991
17022,Year 2009-2010::529993
17023,Year 2009-2010::529994
17024,Year 2009-2010::529995
17025,Year 2009-2010::529996
17026,Year 2009-2010::529997
17027,Year 2009-2010::530000
17028,Year 2009-2010::530001
17029,Year 2009-2010::530002
17030,Year 2009-2010::530003
17031,Year 2009-2010::530007
17032,Year 2009-2010::530010
17033,Year 2009-2010::530011
17034,Year 2009-2010::530012
17035,Year 2009-2010::530013
17036,Year 2009-2010::530014
17037,Year 2009-2010::530015
17038,Year 2009-2010::530016
17039,Year 2009-2010::530018
17040,Year 2009-2010::530020
17041,Year 2009-2010::530029
17042,Year 2009-2010::530059
17043,Year 2009-2010::530060
17044,Year 2009-2010::530061
17045,Year 2009-2010::530062
17046,Year 2009-2010::530064
17047,Year 2009-2010::530066
17048,Year 2009-2010::530067
17049,Year 2009-2010::530068
17050,Year 2009-2010::530070
17051,Year 2009-2010::530071
17052,Year 2009-2010::530072
17053,Year 2009-2010::530073
17054,Year 2009-2010::530078
17055,Year 2009-2010::530079
17056,Year 2009-2010::530080
17057,Year 2009-2010::530081
17058,Year 2009-2010::530082
17059,Year 2009-2010::530083
17060,Year 2009-2010::530084
17061,Year 2009-2010::530085
17062,Year 2009-2010::530086
17063,Year 2009-2010::530087
17064,Year 2009-2010::530088
17065,Year 2009-2010::530089
17066,Year 2009-2010::530090
17067,Year 2009-2010::530091
17068,Year 2009-2010::530092
17069,Year 2009-2010::530093
17070,Year 2009-2010::530094
17071,Year 2009-2010::530103
17072,Year 2009-2010::530115
17073,Year 2009-2010::530120
17074,Year 2009-2010::530122
17075,Year 2009-2010::530123
17076,Year 2009-2010::530124
17077,Year 2009-2010::530130
17078,Year 2009-2010::530136
17079,Year 2009-2010::530137
17080,Year 2009-2010::530139
17081,Year 2009-2010::530140
17082,Year 2009-2010::530161
17083,Year 2009-2010::530162
17084,Year 2009-2010::530163
17085,Year 2009-2010::530164
17086,Year 2009-2010::530165
17087,Year 2009-2010::530166
17088,Year 2009-2010::530167
17089,Year 2009-2010::530168
17090,Year 2009-2010::530171
17091,Year 2009-2010::530173
17092,Year 2009-2010::530178
17093,Year 2009-2010::530180
17094,Year 2009-2010::530184
17095,Year 2009-2010::530206
17096,Year 2009-2010::530223
17097,Year 2009-2010::530234
17098,Year 2009-2010::530259
17099,Year 2009-2010::530263
17100,Year 2009-2010::530264
17101,Year 2009-2010::530266
17102,Year 2009-2010::530268
17103,Year 2009-2010::530269
17104,Year 2009-2010::530270
17105,Year 2009-2010::530271
17106,Year 2009-2010::530272
17107,Year 2009-2010::530273
17108,Year 2009-2010::530274
17109,Year 2009-2010::530280
17110,Year 2009-2010::530281
17111,Year 2009-2010::530288
17112,Year 2009-2010::530295
17113,Year 2009-2010::530296
17114,Year 2009-2010::530297
17115,Year 2009-2010::530298
17116,Year 2009-2010::530299
17117,Year 2009-2010::530300
17118,Year 2009-2010::530301
17119,Year 2009-2010::530302
17120,Year 2009-2010::530303
17121,Year 2009-2010::530304
17122,Year 2009-2010::530306
17123,Year 2009-2010::530307
17124,Year 2009-2010::530308
17125,Year 2009-2010::530310
17126,Year 2009-2010::530311
17127,Year 2009-2010::530312
17128,Year 2009-2010::530323
17129,Year 2009-2010::530325
17130,Year 2009-2010::530329
17131,Year 2009-2010::530330
17132,Year 2009-2010::530331
17133,Year 2009-2010::530332
17134,Year 2009-2010::530333
17135,Year 2009-2010::530334
17136,Year 2009-2010::530335
17137,Year 2009-2010::530338
17138,Year 2009-2010::530339
17139,Year 2009-2010::530340
17140,Year 2009-2010::530341
17141,Year 2009-2010::530342
17142,Year 2009-2010::530344
17143,Year 2009-2010::530346
17144,Year 2009-2010::530350
17145,Year 2009-2010::530367
17146,Year 2009-2010::530371
17147,Year 2009-2010::530372
17148,Year 2009-2010::530377
17149,Year 2009-2010::530378
17150,Year 2009-2010::530379
17151,Year 2009-2010::530380
17152,Year 2009-2010::530381
17153,Year 2009-2010::530382
17154,Year 2009-2010::530383
17155,Year 2009-2010::530384
17156,Year 2009-2010::530390
17157,Year 2009-2010::530391
17158,Year 2009-2010::530392
17159,Year 2009-2010::530393
17160,Year 2009-2010::530394
17161,Year 2009-2010::530395
17162,Year 2009-2010::530396
17163,Year 2009-2010::530397
17164,Year 2009-2010::530409
17165,Year 2009-2010::530410
17166,Year 2009-2010::530411
17167,Year 2009-2010::530412
17168,Year 2009-2010::530413
17169,Year 2009-2010::530414
17170,Year 2009-2010::530416
17171,Year 2009-2010::530417
17172,Year 2009-2010::530418
17173,Year 2009-2010::530419
17174,Year 2009-2010::530420
17175,Year 2009-2010::530421
17176,Year 2009-2010::530422
17177,Year 2009-2010::530423
17178,Year 2009-2010::530424
17179,Year 2009-2010::530425
17180,Year 2009-2010::530426
17181,Year 2009-2010::530427
17182,Year 2009-2010::530430
17183,Year 2009-2010::530431
17184,Year 2009-2010::530432
17185,Year 2009-2010::530433
17186,Year 2009-2010::530434
17187,Year 2009-2010::530435
17188,Year 2009-2010::530436
17189,Year 2009-2010::530437
17190,Year 2009-2010::530464
17191,Year 2009-2010::530470
17192,Year 2009-2010::530484
17193,Year 2009-2010::530487
17194,Year 2009-2010::530488
17195,Year 2009-2010::530504
17196,Year 2009-2010::530508
17197,Year 2009-2010::530509
17198,Year 2009-2010::530510
17199,Year 2009-2010::530511
17200,Year 2009-2010::530512
17201,Year 2009-2010::530513
17202,Year 2009-2010::530514
17203,Year 2009-2010::530515
17204,Year 2009-2010::530517
17205,Year 2009-2010::530518
17206,Year 2009-2010::530520
17207,Year 2009-2010::530529
17208,Year 2009-2010::530536
17209,Year 2009-2010::530537
17210,Year 2009-2010::530538
17211,Year 2009-2010::530540
17212,Year 2009-2010::530541
17213,Year 2009-2010::530542
17214,Year 2009-2010::530543
17215,Year 2009-2010::530544
17216,Year 2009-2010::530545
17217,Year 2009-2010::530546
17218,Year 2009-2010::530548
17219,Year 2009-2010::530550
17220,Year 2009-2010::530552
17221,Year 2009-2010::530553
17222,Year 2009-2010::530556
17223,Year 2009-2010::530557
17224,Year 2009-2010::530559
17225,Year 2009-2010::530560
17226,Year 2009-2010::530561
17227,Year 2009-2010::530562
17228,Year 2009-2010::530563
17229,Year 2009-2010::530564
17230,Year 2009-2010::530565
17231,Year 2009-2010::530567
17232,Year 2009-2010::530568
17233,Year 2009-2010::530569
17234,Year 2009-2010::530570
17235,Year 2009-2010::530571
17236,Year 2009-2010::530572
17237,Year 2009-2010::530574
17238,Year 2009-2010::530575
17239,Year 2009-2010::530576
17240,Year 2009-2010::530577
17241,Year 2009-2010::530584
17242,Year 2009-2010::530585
17243,Year 2009-2010::530586
17244,Year 2009-2010::530587
17245,Year 2009-2010::530588
17246,Year 2009-2010::530589
17247,Year 2009-2010::530590
17248,Year 2009-2010::530608
17249,Year 2009-2010::530610
17250,Year 2009-2010::530611
17251,Year 2009-2010::530612
17252,Year 2009-2010::530613
17253,Year 2009-2010::530615
17254,Year 2009-2010::530616
17255,Year 2009-2010::530631
17256,Year 2009-2010::530640
17257,Year 2009-2010::530641
17258,Year 2009-2010::530642
17259,Year 2009-2010::530646
17260,Year 2009-2010::530647
17261,Year 2009-2010::530648
17262,Year 2009-2010::530649
17263,Year 2009-2010::530650
17264,Year 2009-2010::530651
17265,Year 2009-2010::530652
17266,Year 2009-2010::530653
17267,Year 2009-2010::530654
17268,Year 2009-2010::530655
17269,Year 2009-2010::530656
17270,Year 2009-2010::530657
17271,Year 2009-2010::530658
17272,Year 2009-2010::530659
17273,Year 2009-2010::530660
17274,Year 2009-2010::530661
17275,Year 2009-2010::530662
17276,Year 2009-2010::530663
17277,Year 2009-2010::530665
17278,Year 2009-2010::530666
17279,Year 2009-2010::530708
17280,Year 2009-2010::530709
17281,Year 2009-2010::530714
17282,Year 2009-2010::530715
17283,Year 2009-2010::530716
17284,Year 2009-2010::530717
17285,Year 2009-2010::530718
17286,Year 2009-2010::530719
17287,Year 2009-2010::530720
17288,Year 2009-2010::530721
17289,Year 2009-2010::530731
17290,Year 2009-2010::530733
17291,Year 2009-2010::530742
17292,Year 2009-2010::530750
17293,Year 2009-2010::530753
17294,Year 2009-2010::530763
17295,Year 2009-2010::530778
17296,Year 2009-2010::530780
17297,Year 2009-2010::530785
17298,Year 2009-2010::530788
17299,Year 2009-2010::530792
17300,Year 2009-2010::530793
17301,Year 2009-2010::530795
17302,Year 2009-2010::530796
17303,Year 2009-2010::530797
17304,Year 2009-2010::530799
17305,Year 2009-2010::530800
17306,Year 2009-2010::530801
17307,Year 2009-2010::530802
17308,Year 2009-2010::530803
17309,Year 2009-2010::530804
17310,Year 2009-2010::530808
17311,Year 2009-2010::530809
17312,Year 2009-2010::530810
17313,Year 2009-2010::530811
17314,Year 2009-2010::530812
17315,Year 2009-2010::530813
17316,Year 2009-2010::530814
17317,Year 2009-2010::530818
17318,Year 2009-2010::530826
17319,Year 2009-2010::530828
17320,Year 2009-2010::530829
17321,Year 2009-2010::530830
17322,Year 2009-2010::530833
17323,Year 2009-2010::530834
17324,Year 2009-2010::530835
17325,Year 2009-2010::530836
17326,Year 2009-2010::530837
17327,Year 2009-2010::530838
17328,Year 2009-2010::530840
17329,Year 2009-2010::530841
17330,Year 2009-2010::530843
17331,Year 2009-2010::530844
17332,Year 2009-2010::530845
17333,Year 2009-2010::530846
17334,Year 2009-2010::530847
17335,Year 2009-2010::530848
17336,Year 2009-2010::530849
17337,Year 2009-2010::530850
17338,Year 2009-2010::530854
17339,Year 2009-2010::530855
17340,Year 2009-2010::530859
17341,Year 2009-2010::530875
17342,Year 2009-2010::530885
17343,Year 2009-2010::530894
17344,Year 2009-2010::530902
17345,Year 2009-2010::530903
17346,Year 2009-2010::530904
17347,Year 2009-2010::530905
17348,Year 2009-2010::530906
17349,Year 2009-2010::530908
17350,Year 2009-2010::530909
17351,Year 2009-2010::530911
17352,Year 2009-2010::530912
17353,Year 2009-2010::530913
17354,Year 2009-2010::530914
17355,Year 2009-2010::530915
17356,Year 2009-2010::530916
17357,Year 2009-2010::530917
17358,Year 2009-2010::530921
17359,Year 2009-2010::530922
17360,Year 2009-2010::530923
17361,Year 2009-2010::530924
17362,Year 2009-2010::530925
17363,Year 2009-2010::530926
17364,Year 2009-2010::530927
17365,Year 2009-2010::530928
17366,Year 2009-2010::530932
17367,Year 2009-2010::530936
17368,Year 2009-2010::530937
17369,Year 2009-2010::530938
17370,Year 2009-2010::530939
17371,Year 2009-2010::530940
17372,Year 2009-2010::530941
17373,Year 2009-2010::530945
17374,Year 2009-2010::530947
17375,Year 2009-2010::530948
17376,Year 2009-2010::530950
17377,Year 2009-2010::530951
17378,Year 2009-2010::530952
17379,Year 2009-2010::530953
17380,Year 2009-2010::530955
17381,Year 2009-2010::530956
17382,Year 2009-2010::530957
17383,Year 2009-2010::530958
17384,Year 2009-2010::530959
17385,Year 2009-2010::530960
17386,Year 2009-2010::530961
17387,Year 2009-2010::530962
17388,Year 2009-2010::530963
17389,Year 2009-2010::530964
17390,Year 2009-2010::530965
17391,Year 2009-2010::530966
17392,Year 2009-2010::530967
17393,Year 2009-2010::530969
17394,Year 2009-2010::530970
17395,Year 2009-2010::530972
17396,Year 2009-2010::530973
17397,Year 2009-2010::530974
17398,Year 2009-2010::530975
17399,Year 2009-2010::530976
17400,Year 2009-2010::530977
17401,Year 2009-2010::530978
17402,Year 2009-2010::530980
17403,Year 2009-2010::530981
17404,Year 2009-2010::530982
17405,Year 2009-2010::530998
17406,Year 2009-2010::530999
17407,Year 2009-2010::531000
17408,Year 2009-2010::531002
17409,Year 2009-2010::531003
17410,Year 2009-2010::531004
17411,Year 2009-2010::531006
17412,Year 2009-2010::531010
17413,Year 2009-2010::531014
17414,Year 2009-2010::531016
17415,Year 2009-2010::531027
17416,Year 2009-2010::531028
17417,Year 2009-2010::531036
17418,Year 2009-2010::531043
17419,Year 2009-2010::531055
17420,Year 2009-2010::531064
17421,Year 2009-2010::531069
17422,Year 2009-2010::531080
17423,Year 2009-2010::531112
17424,Year 2009-2010::531113
17425,Year 2009-2010::531114
17426,Year 2009-2010::531115
17427,Year 2009-2010::531119
17428,Year 2009-2010::531120
17429,Year 2009-2010::531122
17430,Year 2009-2010::531123
17431,Year 2009-2010::531124
17432,Year 2009-2010::531125
17433,Year 2009-2010::531126
17434,Year 2009-2010::531128
17435,Year 2009-2010::531129
17436,Year 2009-2010::531130
17437,Year 2009-2010::531131
17438,Year 2009-2010::531132
17439,Year 2009-2010::531135
17440,Year 2009-2010::531138
17441,Year 2009-2010::531141
17442,Year 2009-2010::531162
17443,Year 2009-2010::531176
17444,Year 2009-2010::531189
17445,Year 2009-2010::531190
17446,Year 2009-2010::531202
17447,Year 2009-2010::531204
17448,Year 2009-2010::531205
17449,Year 2009-2010::531206
17450,Year 2009-2010::531207
17451,Year 2009-2010::531208
17452,Year 2009-2010::531209
17453,Year 2009-2010::531210
17454,Year 2009-2010::531212
17455,Year 2009-2010::531213
17456,Year 2009-2010::531214
17457,Year 2009-2010::531221
17458,Year 2009-2010::531227
17459,Year 2009-2010::531229
17460,Year 2009-2010::531230
17461,Year 2009-2010::531231
17462,Year 2009-2010::531232
17463,Year 2009-2010::531235
17464,Year 2009-2010::531236
17465,Year 2009-2010::531237
17466,Year 2009-2010::531239
17467,Year 2009-2010::531240
17468,Year 2009-2010::531241
17469,Year 2009-2010::531243
17470,Year 2009-2010::531244
17471,Year 2009-2010::531245
17472,Year 2009-2010::531246
17473,Year 2009-2010::531247
17474,Year 2009-2010::531248
17475,Year 2009-2010::531249
17476,Year 2009-2010::531250
17477,Year 2009-2010::531251
17478,Year 2009-2010::531252
17479,Year 2009-2010::531253
17480,Year 2009-2010::531254
17481,Year 2009-2010::531255
17482,Year 2009-2010::531256
17483,Year 2009-2010::531257
17484,Year 2009-2010::531258
17485,Year 2009-2010::531259
17486,Year 2009-2010::531260
17487,Year 2009-2010::531261
17488,Year 2009-2010::531262
17489,Year 2009-2010::531271
17490,Year 2009-2010::531279
17491,Year 2009-2010::531281
17492,Year 2009-2010::531302
17493,Year 2009-2010::531306
17494,Year 2009-2010::531328
17495,Year 2009-2010::531330
17496,Year 2009-2010::531332
17497,Year 2009-2010::531333
17498,Year 2009-2010::531334
17499,Year 2009-2010::531335
17500,Year 2009-2010::531336
17501,Year 2009-2010::531337
17502,Year 2009-2010::531338
17503,Year 2009-2010::531340
17504,Year 2009-2010::531341
17505,Year 2009-2010::531342
17506,Year 2009-2010::531343
17507,Year 2009-2010::531344
17508,Year 2009-2010::531345
17509,Year 2009-2010::531346
17510,Year 2009-2010::531347
17511,Year 2009-2010::531348
17512,Year 2009-2010::531349
17513,Year 2009-2010::531350
17514,Year 2009-2010::531351
17515,Year 2009-2010::531352
17516,Year 2009-2010::531353
17517,Year 2009-2010::531354
17518,Year 2009-2010::531356
17519,Year 2009-2010::531357
17520,Year 2009-2010::531358
17521,Year 2009-2010::531359
17522,Year 2009-2010::531361
17523,Year 2009-2010::531362
17524,Year 2009-2010::531363
17525,Year 2009-2010::531364
17526,Year 2009-2010::531365
17527,Year 2009-2010::531366
17528,Year 2009-2010::531367
17529,Year 2009-2010::531368
17530,Year 2009-2010::531369
17531,Year 2009-2010::531370
17532,Year 2009-2010::531371
17533,Year 2009-2010::531372
17534,Year 2009-2010::531373
17535,Year 2009-2010::531374
17536,Year 2009-2010::531375
17537,Year 2009-2010::531376
17538,Year 2009-2010::531377
17539,Year 2009-2010::531378
17540,Year 2009-2010::531379
17541,Year 2009-2010::531380
17542,Year 2009-2010::531381
17543,Year 2009-2010::531382
17544,Year 2009-2010::531383
17545,Year 2009-2010::531385
17546,Year 2009-2010::531386
17547,Year 2009-2010::531387
17548,Year 2009-2010::531389
17549,Year 2009-2010::531390
17550,Year 2009-2010::531391
17551,Year 2009-2010::531395
17552,Year 2009-2010::531418
17553,Year 2009-2010::531419
17554,Year 2009-2010::531420
17555,Year 2009-2010::531421
17556,Year 2009-2010::531422
17557,Year 2009-2010::531423
17558,Year 2009-2010::531425
17559,Year 2009-2010::531426
17560,Year 2009-2010::531427
17561,Year 2009-2010::531430
17562,Year 2009-2010::531431
17563,Year 2009-2010::531432
17564,Year 2009-2010::531433
17565,Year 2009-2010::531435
17566,Year 2009-2010::531436
17567,Year 2009-2010::531437
17568,Year 2009-2010::531438
17569,Year 2009-2010::531439
17570,Year 2009-2010::531440
17571,Year 2009-2010::531441
17572,Year 2009-2010::531442
17573,Year 2009-2010::531444
17574,Year 2009-2010::531445
17575,Year 2009-2010::531447
17576,Year 2009-2010::531450
17577,Year 2009-2010::531452
17578,Year 2009-2010::531453
17579,Year 2009-2010::531457
17580,Year 2009-2010::531458
17581,Year 2009-2010::531459
17582,Year 2009-2010::531460
17583,Year 2009-2010::531462
17584,Year 2009-2010::531463
17585,Year 2009-2010::531464
17586,Year 2009-2010::531466
17587,Year 2009-2010::531467
17588,Year 2009-2010::531468
17589,Year 2009-2010::531469
17590,Year 2009-2010::531470
17591,Year 2009-2010::531471
17592,Year 2009-2010::531472
17593,Year 2009-2010::531474
17594,Year 2009-2010::531476
17595,Year 2009-2010::531477
17596,Year 2009-2010::531478
17597,Year 2009-2010::531479
17598,Year 2009-2010::531480
17599,Year 2009-2010::531481
17600,Year 2009-2010::531482
17601,Year 2009-2010::531484
17602,Year 2009-2010::531485
17603,Year 2009-2010::531486
17604,Year 2009-2010::531487
17605,Year 2009-2010::531488
17606,Year 2009-2010::531489
17607,Year 2009-2010::531490
17608,Year 2009-2010::531491
17609,Year 2009-2010::531492
17610,Year 2009-2010::531493
17611,Year 2009-2010::531494
17612,Year 2009-2010::531495
17613,Year 2009-2010::531496
17614,Year 2009-2010::531506
17615,Year 2009-2010::531507
17616,Year 2009-2010::531508
17617,Year 2009-2010::531509
17618,Year 2009-2010::531510
17619,Year 2009-2010::531511
17620,Year 2009-2010::531512
17621,Year 2009-2010::531513
17622,Year 2009-2010::531515
17623,Year 2009-2010::531516
17624,Year 2009-2010::531543
17625,Year 2009-2010::531544
17626,Year 2009-2010::531545
17627,Year 2009-2010::531546
17628,Year 2009-2010::531547
17629,Year 2009-2010::531548
17630,Year 2009-2010::531549
17631,Year 2009-2010::531550
17632,Year 2009-2010::531551
17633,Year 2009-2010::531552
17634,Year 2009-2010::531553
17635,Year 2009-2010::531554
17636,Year 2009-2010::531556
17637,Year 2009-2010::531558
17638,Year 2009-2010::531559
17639,Year 2009-2010::531560
17640,Year 2009-2010::531561
17641,Year 2009-2010::531562
17642,Year 2009-2010::531564
17643,Year 2009-2010::531566
17644,Year 2009-2010::531567
17645,Year 2009-2010::531568
17646,Year 2009-2010::531570
17647,Year 2009-2010::531571
17648,Year 2009-2010::531572
17649,Year 2009-2010::531573
17650,Year 2009-2010::531574
17651,Year 2009-2010::531575
17652,Year 2009-2010::531577
17653,Year 2009-2010::531578
17654,Year 2009-2010::531579
17655,Year 2009-2010::531580
17656,Year 2009-2010::531581
17657,Year 2009-2010::531582
17658,Year 2009-2010::531584
17659,Year 2009-2010::531586
17660,Year 2009-2010::531641
17661,Year 2009-2010::531672
17662,Year 2009-2010::531690
17663,Year 2009-2010::531691
17664,Year 2009-2010::531692
17665,Year 2009-2010::531724
17666,Year 2009-2010::531726
17667,Year 2009-2010::531727
17668,Year 2009-2010::531728
17669,Year 2009-2010::531729
17670,Year 2009-2010::531730
17671,Year 2009-2010::531731
17672,Year 2009-2010::531732
17673,Year 2009-2010::531733
17674,Year 2009-2010::531734
17675,Year 2009-2010::531735
17676,Year 2009-2010::531736
17677,Year 2009-2010::531737
17678,Year 2009-2010::531738
17679,Year 2009-2010::531739
17680,Year 2009-2010::531740
17681,Year 2009-2010::531741
17682,Year 2009-2010::531742
17683,Year 2009-2010::531744
17684,Year 2009-2010::531745
17685,Year 2009-2010::531746
17686,Year 2009-2010::531747
17687,Year 2009-2010::531748
17688,Year 2009-2010::531750
17689,Year 2009-2010::531752
17690,Year 2009-2010::531753
17691,Year 2009-2010::531754
17692,Year 2009-2010::531756
17693,Year 2009-2010::531759
17694,Year 2009-2010::531760
17695,Year 2009-2010::531761
17696,Year 2009-2010::531762
17697,Year 2009-2010::531763
17698,Year 2009-2010::531764
17699,Year 2009-2010::531766
17700,Year 2009-2010::531767
17701,Year 2009-2010::531768
17702,Year 2009-2010::531769
17703,Year 2009-2010::531770
17704,Year 2009-2010::531771
17705,Year 2009-2010::531772
17706,Year 2009-2010::531773
17707,Year 2009-2010::531774
17708,Year 2009-2010::531776
17709,Year 2009-2010::531777
17710,Year 2009-2010::531778
17711,Year 2009-2010::531779
17712,Year 2009-2010::531782
17713,Year 2009-2010::531785
17714,Year 2009-2010::531789
17715,Year 2009-2010::531791
17716,Year 2009-2010::531792
17717,Year 2009-2010::531796
17718,Year 2009-2010::531799
17719,Year 2009-2010::531800
17720,Year 2009-2010::531802
17721,Year 2009-2010::531803
17722,Year 2009-2010::531804
17723,Year 2009-2010::531805
17724,Year 2009-2010::531806
17725,Year 2009-2010::531808
17726,Year 2009-2010::531809
17727,Year 2009-2010::531812
17728,Year 2009-2010::531814
17729,Year 2009-2010::531815
17730,Year 2009-2010::531816
17731,Year 2009-2010::531818
17732,Year 2009-2010::531819
17733,Year 2009-2010::531820
17734,Year 2009-2010::531824
17735,Year 2009-2010::531825
17736,Year 2009-2010::531826
17737,Year 2009-2010::531827
17738,Year 2009-2010::531829
17739,Year 2009-2010::531830
17740,Year 2009-2010::531831
17741,Year 2009-2010::531832
17742,Year 2009-2010::531833
17743,Year 2009-2010::531834
